20190504,浦东,世博,昌里众盛苑 2室2厅 330万,330万,昌里众盛苑  | 2室2厅 | 66.08平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-40413779-14f5-411e-8300-b5a30e142527.jpg.296x216.jpg
20190504,浦东,世博,八号线成山路站500米   大两房   厨卫很大 看房随时房主自荐,288万,德州五村  | 2室0厅 | 54.91平米 | 东南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_upload7c3493f2-a011-4fde-ad7f-cc3afdcedb97.JPG.296x216.jpg
20190504,浦东,世博,两年精装修交通便利刚需一房一厅,195万,上钢二村  | 1室1厅 | 38.44平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20171227/ff9c67af-37a5-428e-83fd-577a1190bfe1.jpg.296x216.jpg
20190504,浦东,世博,上南花城 3室2厅 898万,898万,上南花城  | 3室2厅 | 127.07平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_uploadf42d881b-1707-44f4-95a7-3708f78cf641.JPG.296x216.jpg
20190504,浦东,世博,近地铁-位置好-总价低-户型方正,192万,六里二村  | 1室1厅 | 39.24平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/1e4a4ecc-8580-4f91-b6f3-0a754c594f34.jpg.296x216.jpg
20190504,浦东,世博,上南五村 2室1厅 305万,305万,上南五村  | 2室1厅 | 48.95平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/e924132b-8186-4914-982e-2eb0b8270055.JPG.296x216.jpg
20190504,浦东,世博,钥匙房，满五唯一，居家装修，通风采光好，诚意出售,155万,德州四村  | 1室0厅 | 31.29平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/96af6549-877d-4d86-aca3-35b9e0e95fbb.JPG.296x216.jpg
20190504,浦东,世博,上钢四村 1室0厅 170万,170万,上钢四村  | 1室0厅 | 35.37平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_upload77aca9a7-d411-4000-95a5-d2f2417fd11e.JPG.296x216.jpg
20190504,浦东,世博,满五唯一，南北户型，通风采光好，位置安静，好停车,760万,爵仕悦  | 2室2厅 | 106平米 | 南 北 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_uploadc925e1ba-f932-4d30-a207-870d9470fb1d.JPG.296x216.jpg
20190504,浦东,世博,南北板式户型，可改双南，业主诚意出售！,550万,上南花苑(二期)  | 2室2厅 | 83.29平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170503/5e93ec35-c04a-440b-a142-1a9f6b79cfa5.jpg.296x216.jpg
20190504,浦东,世博,上南三村 1室1厅 175万,175万,上南三村  | 1室1厅 | 30.27平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/5f0c6290-982f-417f-8b62-973712f46d75.JPG.296x216.jpg
20190504,浦东,世博,上南十二村 1室1厅 235万,235万,上南十二村  | 1室1厅 | 44.27平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_upload60afd94e-e500-49c8-8cf3-4e9eb20bb9b4.JPG.296x216.jpg
20190504,浦东,世博,近M6+多层四楼+业主诚意出售,208万,六里二村  | 1室1厅 | 39.24平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_uploadde36df15-9774-4e48-af0f-e7c66408d4d7.JPG.296x216.jpg
20190504,浦东,世博,济阳三村 1室1厅 225万,225万,济阳三村  | 1室1厅 | 43.72平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/8f5c9ff1-7eb0-4096-af60-3689e1f96629.JPG.296x216.jpg
20190504,浦东,世博,上南八村 高区南北小两房 中等装修 交通便利,300万,上南八村  | 2室0厅 | 52.31平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/97fd1362-3661-4bab-b19b-29b4739af741.png.280x210.jpg
20190504,浦东,世博,单价低，楼层好，配套成熟，近地铁7/8号耀华路地铁口,260万,上钢二村  | 2室0厅 | 43.55平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/743218c3-87cf-4d73-8c22-8e36f6bd3acd.JPG.296x216.jpg
20190504,浦东,世博,济阳三村 2室1厅 320万,320万,济阳三村  | 2室1厅 | 62平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/6e64d5a8-4a07-454d-9f0c-7a3da4ff4b75.JPG.296x216.jpg
20190504,浦东,世博,万科金色城品 2室2厅 765万,765万,万科金色城品  | 2室2厅 | 90平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/4903c219-e88a-4269-9684-bcf375e930b6.jpg.296x216.jpg
20190504,浦东,世博,小区位置尤佳，环境优雅，婚房出售：诚意出售,955万,昌里花园(三期)  | 3室2厅 | 132.88平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_upload77652708-d936-4e44-a535-a98381532b57.JPG.296x216.jpg
20190504,浦东,世博,高科西路地铁口 南北板式三房 满五年全明 带产权车位,1080万,东明家园  | 3室2厅 | 155.7平米 | 南 北 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_uploadf9b9b436-5398-4e47-878a-daaecd76062e.JPG.296x216.jpg
20190504,浦东,世博,恒大小区 2室1厅 300万,300万,恒大小区  | 2室1厅 | 47.45平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/cf8c663c-09ac-4f74-8271-74f788f37128.JPG.296x216.jpg
20190504,浦东,世博,世博板块南北全明东边套，居家装修，拎包入住，采光好,259万,上南四村  | 2室1厅 | 50.91平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/a68b01f0-6679-491a-bd69-2e598a202169.JPG.296x216.jpg
20190504,浦东,世博,上钢四村 2室0厅 240万,240万,上钢四村  | 2室0厅 | 45.48平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/d5e49e8f-7219-48e5-8750-4f8fe2d415fd.JPG.296x216.jpg
20190504,浦东,世博,东盛公寓 3室1厅 500万,500万,东盛公寓  | 3室1厅 | 94.88平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_upload7bbb56f8-ca1c-40ff-92d4-82780d011188.jpg.296x216.jpg
20190504,浦东,世博,90万首付入住世博精装修两房一厅 双南采光好户型大,258万,上南七村  | 2室1厅 | 49.15平米 | 东南 南 | 精装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/9a7c0f65-1f6c-4a32-a066-2a9bacdbe78f.png.280x210.jpg
20190504,浦东,世博,一梯两户,92年房龄,近地铁,满五唯一,210万,上南十一村  | 1室1厅 | 42.3平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/5066fb36-488e-47fe-9317-a6df86c9c854.png.280x210.jpg
20190504,浦东,世博,德州二村 2室1厅 298万,298万,德州二村  | 2室1厅 | 56.44平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/8fbc74f5-9f42-4767-a550-8ecddfd87632.jpg.296x216.jpg
20190504,浦东,世博,钥匙房，业主老客户 诚心出售，到价签字,220万,上南二村  | 1室1厅 | 35.4平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/9250ba5c-959a-42c8-b40e-950a7511fcdd.png.280x210.jpg
20190504,浦东,世博,业主诚意出售，带天井，南北通......,998万,昌里花园  | 3室2厅 | 160.86平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/7b8cf06d-5db1-4eaa-ad46-2942c6c0319a.JPG.296x216.jpg
20190504,浦东,世博,经典一室房型+6/8/13三地铁交汇出行便利+业主诚心出售,175万,上南十二村  | 1室1厅 | 37.08平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/e5807ffe-ab85-4232-a0d3-885b030cf355.JPG.296x216.jpg
20190504,浦东,世博,上钢七村 1室0厅 189.4万房主自荐,189.4万,上钢七村  | 1室0厅 | 30.07平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/da710dfa-d41d-4395-85ae-7a17a855eb1f.JPG.296x216.jpg
20190504,浦东,世博,恒大小区 2室1厅 380万,380万,恒大小区  | 2室1厅 | 68.32平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_upload48205427-352f-41a6-b554-5d8c47fa20c2.JPG.296x216.jpg
20190504,浦东,世博,单价低，楼层好，配套成熟，近地铁7/8号耀华路地铁口.,290万,历城路13-49号(单)  | 2室0厅 | 49.31平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/18609449-ceeb-4b0f-a47a-f009268c09f0.JPG.296x216.jpg
20190504,浦东,世博,三钢里小吃街路上两房，变套全明，诚意出售,290万,上南三村  | 2室1厅 | 53.08平米 | 东 西 | 毛坯 | 无电梯,https://image1.ljcdn.com/310000-inspection/87bee9e5-dfcc-4917-b11b-ad18b1c4fd3d.JPG.296x216.jpg
20190504,浦东,世博,全明采光充足 -7号线-云台路站-楼层好-业主自费个税,295万,上南五村  | 2室1厅 | 49.84平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/0053f728-0500-4fd6-b8e8-324b3e13692d.JPG.296x216.jpg
20190504,浦东,世博,可改二房 满五年唯一 双线地铁 看房方便全屋精装修！,247万,上南十村  | 1室1厅 | 45.37平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/46478146-0baf-401e-94f6-0da7081dd56b.JPG.296x216.jpg
20190504,浦东,世博,新世纪花苑(三期)(浦东) 2室2厅 490万房主自荐,490万,新世纪花苑(三期)(浦东)  | 2室2厅 | 81.71平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_upload1549ad24-6a58-4a0f-8400-ccbb8b31e409.JPG.296x216.jpg
20190504,浦东,世博,中间楼层 满五唯一 诚意出售 看房方便,270万,德州四村  | 2室1厅 | 52.48平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_uploada2312eef-12ab-4c82-accb-392aef498cda.JPG.296x216.jpg
20190504,浦东,世博,居家两房，家装全明户型，满五唯一，看房方便，诚售,300万,上南七村  | 2室1厅 | 53.24平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/ffb8f2ad-181c-4bea-be7d-0f6748d268ed.png.280x210.jpg
20190504,浦东,世博,单价低，楼层好，配套成熟，近地铁7/8号耀华路地铁口,205万,上钢二村  | 1室0厅 | 33.32平米 | 暂无数据 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/1a18a1fa-dd1b-418f-acc2-e65c3ee8298d.JPG.296x216.jpg
20190504,浦东,世博,看房方便，出门就是七号线十三号线，诚意出售,250万,耀华路210-222号(双)  | 2室1厅 | 50.25平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_uploadfab727cf-71aa-400c-8841-6672e16f96ea.JPG.296x216.jpg
20190504,浦东,世博,03年的商品房，4楼，小区花园位置，业主诚心,735万,博文家园  | 2室2厅 | 101.07平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/e2724be9-df00-4a42-afa5-4475a227e79d.JPG.296x216.jpg
20190504,浦东,世博,上钢九村中楼层一室户，总价低，看房方便,178万,上钢八九村  | 1室1厅 | 32.7平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/shfdfs-image/20171010/36cfd257-e001-48d8-8052-d11b8c8eae2c.jpg.280x210.jpg
20190504,浦东,世博,齐八小区 1室1厅 240万,240万,齐八小区  | 1室1厅 | 43.77平米 | 南 | 简装 | 无电梯,
20190504,浦东,世博,满五年唯一毛坯一房非顶楼一房看房方便低税费到价签字,245万,新世纪花苑(二期)(浦东)  | 1室1厅 | 50.93平米 | 南 | 毛坯 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/a04fd91a-78ff-4ad0-bdb4-0df9c80de589.png.280x210.jpg
20190504,浦东,世博,地铁口房  精装修房  诚意出售,208万,上南十一村  | 1室1厅 | 42.3平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/5066fb36-488e-47fe-9317-a6df86c9c854.png.280x210.jpg
20190504,浦东,世博,满五唯一 可改小两房 诚意出售 有钥匙看房方便,205万,济阳一村  | 1室1厅 | 41.93平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_upload94e7598d-4dea-42e3-9a13-7d9cb1900c99.JPG.296x216.jpg
20190504,浦东,世博,近地铁7/8号线 一房朝南 户型正气  诚意出售,220万,上钢三村  | 1室1厅 | 41.84平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_uploadb2035f18-dda9-49bb-90ee-7bc6cc9c1876.JPG.296x216.jpg
20190504,浦东,世博,上钢八九村 1室1厅 195万,195万,上钢八九村  | 1室1厅 | 38.37平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_upload45b9736b-c596-4c57-95e3-079927ffbe74.JPG.296x216.jpg
20190504,浦东,世博,德州四村 1室1厅 219万,219万,德州四村  | 1室1厅 | 42.3平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_uploadc8e06937-d078-4b4c-b83d-c209ac314799.JPG.296x216.jpg
20190504,浦东,世博,只愿君心似我心，定不负相思意上钢，繁华昌里小吃街,250万,上钢一村  | 1室1厅 | 47.75平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20180119/b548701b-00c6-4182-895c-d1fda1d0eb05.jpg.296x216.jpg
20190504,浦东,世博,德州一村 3室1厅 780万,780万,德州一村  | 3室1厅 | 148.06平米 | 南 | 其他 | 有电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_upload1816e775-0155-46af-8e6a-5f3ab1d7bd92.JPG.296x216.jpg
20190504,浦东,世博,世博精装一室一厅全明户型，高层采光好，交通便利。,220万,济阳一村  | 1室1厅 | 43.18平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/40a54382-6ad3-4a72-b74f-da6a1496745c.JPG.296x216.jpg
20190504,浦东,世博,城建大厦高区精装急售，龙华中路地铁站步行600米,800万,城建大厦  | 3室2厅 | 148.06平米 | 东南 | 其他,https://image1.ljcdn.com/310000-inspection/79a5cd55-3943-4e93-a538-8966029d45ad.JPG.296x216.jpg
20190504,浦东,世博,齐河花苑 2室1厅 350万,350万,齐河花苑  | 2室1厅 | 62.93平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/db4f0f04-bf00-47bc-b3ac-a58de4133096.JPG.296x216.jpg
20190504,浦东,世博,浦三路小区，近地铁7号线杨高南路站，交通便利,232万,浦三路693号  | 1室1厅 | 46.57平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/eae275a2-6885-4349-9777-accef71aa8db.jpg.296x216.jpg
20190504,浦东,世博,世博昌四小区近地铁采光充裕南北通透小区旁边配套齐全,315万,昌四小区  | 2室1厅 | 57.68平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/b7d2cb16-d722-4a61-b1d2-5b4d20868eb7.jpg.296x216.jpg
20190504,浦东,世博,德州大楼 2室1厅 390万,390万,德州大楼  | 2室1厅 | 70.34平米 | 南 | 其他 | 有电梯,https://image1.ljcdn.com/310000-inspection/87af7d30-fbfc-4d11-b3d7-21939bd5cda2.JPG.296x216.jpg
20190504,浦东,世博,上南七村 2室1厅 290万,290万,上南七村  | 2室1厅 | 55.53平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/8ece6111-d55f-48c1-8480-44a63791158e.JPG.296x216.jpg
20190504,浦东,世博,德州七村 2室1厅 335万房主自荐,335万,德州七村  | 2室1厅 | 60.82平米 | 东 西 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/72c5ee89-9b37-4c06-a5ba-cebfc4cd837a.JPG.296x216.jpg
20190504,浦东,世博,联城花苑 3室1厅 700万,700万,联城花苑  | 3室1厅 | 103.4平米 | 南 | 其他,https://image1.ljcdn.com/310000-inspection/400205bc-413a-4188-a7b0-138011b8fe00.jpg.296x216.jpg
20190504,浦东,世博,耀华路360弄 2室2厅 580万,580万,耀华路360弄  | 2室2厅 | 94.25平米 | 南 北 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/0053b8ff-d2fa-417d-bd44-9b82c88f7f92.JPG.296x216.jpg
20190504,浦东,世博,德州一村 2室1厅 440万,440万,德州一村  | 2室1厅 | 80.28平米 | 东 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/f59e18b5-1ec0-475e-a4fe-bfab102729a8.JPG.296x216.jpg
20190504,浦东,世博,德州四村 2室1厅 280万,280万,德州四村  | 2室1厅 | 53.15平米 | 东 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/7692b586-f9eb-4c3d-9265-9ed5e37e6e33.JPG.296x216.jpg
20190504,浦东,世博,德州四村 1室1厅 190万,190万,德州四村  | 1室1厅 | 36.46平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/aa0ec574-c586-4c17-9af3-b7745daf5577.jpg.296x216.jpg
20190504,浦东,世博,上钢六村 1室1厅 180万,180万,上钢六村  | 1室1厅 | 33.42平米 | 南 | 毛坯 | 无电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_uploade255b41d-9768-4d66-b780-aa012e7a4527.jpg.296x216.jpg
20190504,浦东,世博,济阳三村 2室1厅 290万,290万,济阳三村  | 2室1厅 | 52.26平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/c56606f3-afe8-489f-b6d8-423917df652d.png.280x210.jpg
20190504,浦东,世博,楼层低，总价低，精装修入住，房东诚意出售。,258万,上南八村  | 1室1厅 | 41.78平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/68513fef-baa0-4d42-8fe8-ce756f3a26da.JPG.296x216.jpg
20190504,浦东,世博,上钢三村 1室1厅 249万,249万,上钢三村  | 1室1厅 | 47.8平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_upload93e19d66-0abe-482f-9ea5-7e2e67c8a35a.JPG.296x216.jpg
20190504,浦东,世博,上南五村 1室1厅 300万,300万,上南五村  | 1室1厅 | 49.84平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/a9f8b5b0-5b90-408c-8801-c889416cc3c7.jpg.296x216.jpg
20190504,浦东,世博,上下家税费各付，欧式装修保养好，诚意卖价格还可谈！,650万,逸翠公馆  | 2室2厅 | 93平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20170330/e8ccccca-0261-4985-8f82-3f8b82c89fa1.jpg.296x216.jpg
20190504,浦东,世博,世博轴心，7/8号线耀华站，精装大一房，诚售看房方便,218万,上南二村  | 1室1厅 | 35.43平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/cdb5232e-4ce3-41aa-81e4-804c29055fa5.JPG.296x216.jpg
20190504,浦东,世博,小区少有的大两房，配套齐全。。。。。。。。,340万,上南七村  | 2室1厅 | 60.28平米 | 南 | 毛坯 | 无电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_upload2f2ac3fa-12c5-4ba1-9a78-87d53826a8ad.jpg.296x216.jpg
20190504,浦东,世博,红莲小区 2室1厅 338万,338万,红莲小区  | 2室1厅 | 64.66平米 | 西南 | 简装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/e4bde24e-bd3c-416b-bb1c-b4d53d0b6afb.png.280x210.jpg
20190504,浦东,世博,看世博园，看黄浦江，看浦西，给您一个清新的视野。,330万,耀华大楼  | 1室1厅 | 56.97平米 | 北 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_upload3122f40c-2eea-450e-8eda-fcdc17d70ef2.JPG.296x216.jpg
20190504,浦东,世博,双南户型  精装修   为小孩换房子,295万,上南六村  | 2室1厅 | 50.47平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/3b920eb5-f5c7-4cfb-bedc-776d0c29f07b.JPG.296x216.jpg
20190504,浦东,世博,上南十村 1室1厅 255万,255万,上南十村  | 1室1厅 | 42平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/cfd95cd1-7257-4ab9-8fc1-66a3a309878c.JPG.296x216.jpg
20190504,浦东,世博,耀华地铁 坐北朝南 适合过渡 闹中取静 税费少房主自荐,310万,上钢三村  | 2室1厅 | 61.41平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/b3538093-37b9-41f8-a127-c66ad0a622e0.JPG.296x216.jpg
20190504,浦东,世博,业主诚意出售，价格可谈，看房提前预约、、、,472万,昌里花园  | 2室1厅 | 76.03平米 | 北 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/b459faf9-faec-42de-80e7-4e54118f0f3a.JPG.296x216.jpg
20190504,浦东,世博,德州五村 1室1厅 350万,350万,德州五村  | 1室1厅 | 59.24平米 | 东南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_upload0fdf583a-bb69-49fd-8207-52f7595e8017.JPG.296x216.jpg
20190504,浦东,世博,原始双南两房无厅，无改动，可塑性很大。看房方便,325万,德州二村  | 2室0厅 | 53.38平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_uploada77e5e8e-09b6-461e-bdf8-62ea3af22b5a.JPG.296x216.jpg
20190504,浦东,世博,一梯两户带阁楼一房一厅，户型正气，靠前滩，7/8/13线,215万,济阳一村  | 1室1厅 | 42.23平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_uploadff984855-8bc5-47b5-a7a2-5ae2b64ddf84.JPG.296x216.jpg
20190504,浦东,世博,单价低，楼层好，配套成熟，近地铁7/8号耀华路地铁口.,270万,上钢二村  | 2室1厅 | 50.28平米 | 西北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_upload4a7d7ea6-b8bf-4103-80b1-7ed214d6d862.JPG.296x216.jpg
20190504,浦东,世博,上钢十村 2室1厅 270万,270万,上钢十村  | 2室1厅 | 52.64平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_upload40ddc826-45dc-43d2-b930-0392891c6fb4.JPG.296x216.jpg
20190504,浦东,世博,济阳一村 1室1厅 230万,230万,济阳一村  | 1室1厅 | 43.88平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/6730411f-0b88-4424-9224-7bc6b4dd79d3.JPG.296x216.jpg
20190504,浦东,世博,昌五小区 1室1厅 190万,190万,昌五小区  | 1室1厅 | 37.76平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/5ceb186e-f3d0-43d6-95d2-9d0589b87ba1.jpg.296x216.jpg
20190504,浦东,世博,上钢四村 1室1厅 205万,205万,上钢四村  | 1室1厅 | 35.37平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/f7f44cc0-0091-4c78-90a9-321e0d62dac7.JPG.296x216.jpg
20190504,浦东,世博,上钢一村 2室1厅 300万,300万,上钢一村  | 2室1厅 | 53平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/7db3f37d-5d6d-420c-9dbd-5a4a6eb733fb.jpg.296x216.jpg
20190504,浦东,世博,德州二村 1室0厅 200万,200万,德州二村  | 1室0厅 | 37.63平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/bb1b25cf-4ff6-4c05-9c02-570d0ad5eb16.JPG.296x216.jpg
20190504,浦东,世博,六里二村 2室1厅 340万,340万,六里二村  | 2室1厅 | 56.18平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/e6aac2af-1a4f-4ab7-ad7b-6b91247308f3.jpg.296x216.jpg
20190504,浦东,世博,上钢八九村 1室1厅 215万,215万,上钢八九村  | 1室1厅 | 38.37平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_upload25a29b02-6151-4c4e-9a37-97b33ba4f6dd.JPG.296x216.jpg
20190504,浦东,世博,新世纪花苑小两房，采光好，总价低,315万,新世纪花苑(一期)(浦东)  | 2室1厅 | 50.94平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/bae69ce6-678b-4527-b6ae-11b0a173ddb6.JPG.296x216.jpg
20190504,浦东,世博,房型好，价格低，高楼层，空气好，装修好！,310万,浦三路759弄  | 2室1厅 | 66.41平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/050fa2fd-04a2-4918-a934-4d6eb6daeae3.png.280x210.jpg
20190504,浦东,世博,昌里花园(三期) 3室2厅 980万,980万,昌里花园(三期)  | 3室2厅 | 139.55平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20170322/8600e670-56b7-4b85-8032-31aa1f327be7.jpg.296x216.jpg
20190504,浦东,世博,德州四村 2室1厅 272万房主自荐,272万,德州四村  | 2室1厅 | 50平米 | 南 北 | 精装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/4e7f6092-9de4-4fb2-a4a2-0a0bf369051e.png.280x210.jpg
20190504,浦东,世博,新世纪三期，南北大三房，房东诚意出售,730万,新世纪花苑(三期)(浦东)  | 3室2厅 | 117.95平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170730/1dc79e0e-4fe2-4a4f-a5ee-f75ffa375b78.jpg.296x216.jpg
20190504,浦东,世博,复式板式南北采光好，拎包入住，业主诚意出售,1050万,中星云庭  | 4室2厅 | 169.59平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20170606/bdea9746-d84a-49d2-991f-b9a7735d0bb4.jpg.296x216.jpg
20190504,浦东,世博,展峰大楼 2室1厅 385万,385万,展峰大楼  | 2室1厅 | 62.52平米 | 暂无数据 | 精装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/024cbd03-24cc-411b-8b79-fc499100c8e2.png.280x210.jpg
20190504,浦东,世博,上南三村精装一房一厅边套全明四楼好楼层,218万,上南三村  | 1室1厅 | 37.64平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/cfe1618a-e225-41ec-a5ee-891c71faa0d2.png.280x210.jpg
20190504,浦东,世博,世博轴心，三条地铁，楼层好，配套成熟,395万,上南二村  | 2室1厅 | 69.36平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/b81d3e7c-37a6-4818-a590-5f111fe05815.png.280x210.jpg
20190504,浦东,世博,德州二村 2室1厅 310万,310万,德州二村  | 2室1厅 | 56.44平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/767d4fa2-0b1f-4da9-af14-ca846325d2f5.jpg.296x216.jpg
20190504,浦东,世博,房东诚意出售，好楼层。一梯俩户，小区成交较好户型,340万,新世纪花苑(一期)(浦东)  | 2室1厅 | 56.77平米 | 南 | 毛坯 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/436fab74-4216-4b6d-acd5-f065b0ddd213.png.280x210.jpg
20190504,浦东,世博,上南花城 2室2厅 818万,818万,上南花城  | 2室2厅 | 99.79平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/2363c7be-e436-42cc-9636-455be0562f03.JPG.296x216.jpg
