20190504,浦东,潍坊,此房满五唯一，小区花园位置，中间楼层，诚意出售,480万,潍坊九村  | 2室1厅 | 48.12平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-132384bc-b8ba-4626-bfdd-75376fb54e9d.jpg.296x216.jpg
20190504,浦东,潍坊,东欣小区+双南+精装修+随时看+采光好+2469,610万,东欣小区  | 2室1厅 | 65.01平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_upload12e6c5cd-6c08-4451-bea4-fb052eced699.jpg.296x216.jpg
20190504,浦东,潍坊,一室半房型，天井已经搭好了，自住装修,290万,潍坊四村  | 1室1厅 | 38.4平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/fae3598f-1d84-4446-a837-555d4a2f3c22.jpg.296x216.jpg
20190504,浦东,潍坊,位置好 楼层佳 满   五  唯  一,705万,开发浦东  | 3室1厅 | 88.54平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/3e598942-86c5-4c64-8e4c-595202af3e6a.jpg.296x216.jpg
20190504,浦东,潍坊,兴业嘉园 3室3厅 1100万,1100万,兴业嘉园  | 3室3厅 | 168.65平米 | 南 | 其他 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20171120/74265f26-66cf-4601-ad43-200cc8e5d1af.jpg.296x216.jpg
20190504,浦东,潍坊,爵士大厦 3室2厅 1200万,1200万,爵士大厦  | 3室2厅 | 162.09平米 | 南 | 其他 | 有电梯,https://image1.ljcdn.com/310000-inspection/0a2f8b68-65f2-4b96-9d21-72cf185a66ed.jpg.296x216.jpg
20190504,浦东,潍坊,东欣小区 2室1厅 630万,630万,东欣小区  | 2室1厅 | 65.01平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/3d7a97d1-4bf2-47a2-9f29-47827652fead.jpg.296x216.jpg
20190504,浦东,潍坊,潍坊八村钻石楼层一房+总价低+满五不唯一,270万,潍坊八村  | 1室1厅 | 30.27平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/9c14efb7-f807-437a-8e23-7a1908cf68dc.jpg.296x216.jpg
20190504,浦东,潍坊,潍坊八村，小户型，总价低，朝向好，业主诚意出售。房主自荐,258万,潍坊八村  | 1室0厅 | 30.27平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/3b802958-fe3b-4523-aff8-24b90b823cb5.jpg.296x216.jpg
20190504,浦东,潍坊,精装修南北边套全明户型，中间楼层，小区花园位置,425万,潍坊九村  | 1室1厅 | 34.72平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/f765cfee-6a24-4532-b87a-52239c5bad6b.jpg.296x216.jpg
20190504,浦东,潍坊,一楼一室一厅户型，天井面积将近15平,270万,潍坊三村  | 1室1厅 | 38.35平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/5c673b0c-0ff0-4111-9149-cfff32ba3f71.png.280x210.jpg
20190504,浦东,潍坊,潍坊十村 1室1厅 380万,380万,潍坊十村  | 1室1厅 | 37.88平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/f1e0660b-8096-4e53-a68f-75fb3f1e136d.png.280x210.jpg
20190504,浦东,潍坊,电梯两房，小区位置好，看房方便， 诚意出售,706万,新明大楼  | 2室1厅 | 72.35平米 | 西南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/52aa3db3-6009-4b56-90c4-d51bcc34bb67.jpg.296x216.jpg
20190504,浦东,潍坊,潍坊九村 2室1厅 490万,490万,潍坊九村  | 2室1厅 | 50.3平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/f41ec0a0-2349-45c9-8683-a7a1cbd67b59.jpg.296x216.jpg
20190504,浦东,潍坊,朱家滩小区 1室1厅 490万,490万,朱家滩小区  | 1室1厅 | 43.73平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_upload3964c5d3-23cb-4b66-9312-9da146ca8232.jpg.296x216.jpg
20190504,浦东,潍坊,东欣小区  诚意出售 自住精装 户型好 靠世纪大道站,630万,东欣小区  | 2室1厅 | 65.01平米 | 西南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_upload98ce3c05-06c4-4d19-aade-dce167535c02.jpg.296x216.jpg
20190504,浦东,潍坊,潍坊四村 1室1厅 270万,270万,潍坊四村  | 1室1厅 | 40.63平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_upload17e1536c-a109-4e7b-b9aa-083f3f8e7029.jpg.296x216.jpg
20190504,浦东,潍坊,东欣小区+2469+八佰伴+96广场+环境好,565万,东欣小区  | 2室0厅 | 68平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/dfb419f7-ec14-4a9f-b6c8-585c753f974f.jpg.296x216.jpg
20190504,浦东,潍坊,潍坊四村 低楼层 精装修 交通便捷,260万,潍坊四村  | 1室0厅 | 34平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/039475d9-f0b3-42c3-ae22-67f686166872.jpg.296x216.jpg
20190504,浦东,潍坊,世纪大道500米2/4/6/9四条地铁周 边更有公交20多条,850万,锦城大厦  | 4室0厅 | 138.48平米 | 东 | 简装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/f137dc4a-4ca4-4702-b511-23afe1f9c5a3.png.280x210.jpg
20190504,浦东,潍坊,单价低，小区环境优 看房随时，房型可改,950万,华飞公寓  | 3室2厅 | 137.85平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20161215/b6caaaa0-b7ad-4f3e-a6ba-4ae1cf3cdd4a.jpg.296x216.jpg
20190504,浦东,潍坊,楼层无可挑剔，边套全明精装修，诚心出售,725万,开发浦东  | 3室1厅 | 88.54平米 | 南 | 简装 | 有电梯,
20190504,浦东,潍坊,双南两房，金三银四四楼。采光好。,340万,潍坊二村  | 2室0厅 | 48平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/33163bfe-b6bd-42ee-ae09-ca731914481f.jpg.296x216.jpg
20190504,浦东,潍坊,此房满五，1993年房龄，世纪大道地铁2469线，楼层佳,460万,泉东小区  | 1室0厅 | 37.04平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/d6e070c1-07fb-4b17-9cc3-00ff712eef47.png.280x210.jpg
20190504,浦东,潍坊,简装一室户，带天井，使用面积大房主自荐,389万,潍坊六村  | 1室1厅 | 36.66平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_upload85236362-c1c0-4ee6-b562-677e96cb863c.jpg.296x216.jpg
20190504,浦东,潍坊,潍坊四村 2室1厅 325万,325万,潍坊四村  | 2室1厅 | 48.62平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/3862e9b8-ecf9-4fbf-95c2-dbe589fa5961.png.280x210.jpg
20190504,浦东,潍坊,潍坊四村 1室1厅 250万,250万,潍坊四村  | 1室1厅 | 33.81平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/24ce6d16-135b-45cb-af3e-8bdfc110f44d.png.280x210.jpg
20190504,浦东,潍坊,再降20万 70年住宅 居家精装 双南卧室 另有7套在售,800万,众城公寓  | 2室2厅 | 138.78平米 | 西 | 简装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20160925/e6a8595d-ee1f-470e-a617-84771d7c8a10.jpg.296x216.jpg
20190504,浦东,潍坊,朱家滩小区 精装小一房 产权清晰无抵押业主诚意出售。,470万,朱家滩小区  | 1室1厅 | 36.86平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/53151231-a6ec-4505-b5ca-2e7c917cd75d.jpg.296x216.jpg
20190504,浦东,潍坊,潍坊八村 2室1厅 450万,450万,潍坊八村  | 2室1厅 | 63.09平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/90ae2999-1c0f-4a39-8ffc-d642918c14f7.png.280x210.jpg
20190504,浦东,潍坊,大四居一家人住着很适合，其乐融融舒适房源,995万,锦城大厦  | 4室0厅 | 138.48平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/f137dc4a-4ca4-4702-b511-23afe1f9c5a3.png.280x210.jpg
20190504,浦东,潍坊,王家宅小区 2室1厅 365万,365万,王家宅小区  | 2室1厅 | 54平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/8bdff4b9-9652-45c9-8417-ecbfaad5f7e1.png.280x210.jpg
20190504,浦东,潍坊,文化气息浓厚，舒适度高，精装修,460万,潍坊九村  | 2室1厅 | 49.47平米 | 东南 | 精装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/e1ec0f2b-fa75-4111-9796-ebeb7b340510.png.280x210.jpg
20190504,浦东,潍坊,锦城大厦 2室2厅 800万,800万,锦城大厦  | 2室2厅 | 139平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/4ff692ce-8fb0-426e-a0ee-1662358623fc.jpg.296x216.jpg
20190504,浦东,潍坊,潍坊十村 1室1厅 410万,410万,潍坊十村  | 1室1厅 | 36.71平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/4a8cd5ff-7fa0-4f63-b42e-236bc51cc7a1.jpg.296x216.jpg
20190504,浦东,潍坊,70年住宅+南北通+不临街+近4条地铁线路+世纪汇,1050万,阜兴世纪公馆  | 3室2厅 | 156.2平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20170709/66cd50f6-65e3-4374-9d27-143846cb497e.jpg.296x216.jpg
20190504,浦东,潍坊,朱家滩小区 2室1厅 525万,525万,朱家滩小区  | 2室1厅 | 57.23平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/8bada149-c5c4-4c18-b507-9cc71cbbc6c3.png.280x210.jpg
20190504,浦东,潍坊,潍坊三村 1室1厅 265万,265万,潍坊三村  | 1室1厅 | 39.34平米 | 南 | 简装 | 无电梯,
20190504,浦东,潍坊,潍坊二村 2室2厅 650万,650万,潍坊二村  | 2室2厅 | 73.8平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20151026/98ade3b0-1400-4340-846f-bf3fee0a58be.jpg.296x216.jpg
20190504,浦东,潍坊,明珠B#中层双南精装两房，學区未用，产权户口清晰,460万,潍坊六村  | 2室1厅 | 45.66平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/f7f0ca39-55cd-432f-b8ad-b46d0e139485.jpg.296x216.jpg
20190504,浦东,潍坊,世纪大道地铁口，2房朝南厅朝南，楼层高，采光通风好,920万,爵士大厦  | 3室2厅 | 151.43平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20160928/8f5b3c3c-7611-4560-be4e-14c470f47e81.jpg.296x216.jpg
20190504,浦东,潍坊,潍坊八村 1室0厅 275万,275万,潍坊八村  | 1室0厅 | 33.1平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/18be279b-699e-48ee-80fd-a9d3f2266936.png.280x210.jpg
20190504,浦东,潍坊,此房中间楼层，离地铁近，房间采光好，宜居。,400万,潍坊九村  | 1室1厅 | 37.8平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/3babe9b9-506b-4805-989c-3beff31c1ed1.png.280x210.jpg
20190504,浦东,潍坊,世纪大道中间地段 临世纪大都会 九六广场,942.9万,锦城大厦  | 3室2厅 | 157.15平米 | 西南 | 精装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/59859406-c7ed-44f5-a66d-4002ad994280.png.280x210.jpg
20190504,浦东,潍坊,世纪大道+业主诚意出售+楼层好+看房方便房主自荐,410万,潍坊十村  | 1室1厅 | 34.92平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/8790061c-d1f1-4553-b8c0-6c821bf49462.jpg.296x216.jpg
20190504,浦东,潍坊,80后房龄边套全明，产权清晰，楼层四楼，金三银四,330万,潍坊二村  | 2室1厅 | 50.27平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/bbec4ecd-3f52-4d79-b589-456c8441b056.png.280x210.jpg
20190504,浦东,潍坊,满五年 诚心出售 看房方便 价格能谈 采光好,245万,潍坊四村  | 1室0厅 | 34.38平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/372bdbcf-c07f-498f-b0f5-8cf726fbf377.jpg.296x216.jpg
20190504,浦东,潍坊,铂金3楼+满五唯一+精装修 + 产权户口清晰+诚意出售,390万,潍坊九村  | 1室1厅 | 40.03平米 | 南 | 精装 | 有电梯,
20190504,浦东,潍坊,潍坊二村 2室1厅 320万,320万,潍坊二村  | 2室1厅 | 49.95平米 | 南 | 简装 | 无电梯,
20190504,浦东,潍坊,售后公房满五唯一 高区精装修 明珠不用新上,560万,开发浦东  | 2室1厅 | 67平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/06a7bf9d-13db-48af-b02e-8ec0d5907c96.png.280x210.jpg
20190504,浦东,潍坊,潍坊四村 1室1厅 250万,250万,潍坊四村  | 1室1厅 | 33.81平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/24ce6d16-135b-45cb-af3e-8bdfc110f44d.png.280x210.jpg
20190504,浦东,潍坊,朱家滩小区 2室1厅 520万,520万,朱家滩小区  | 2室1厅 | 53.42平米 | 东 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-23d33e65-bd2e-4205-8a92-668da7b0f4e3.png.296x216.jpg
20190504,浦东,潍坊,开发浦东 2室1厅 525万,525万,开发浦东  | 2室1厅 | 67.07平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-9e1988b0-7664-47da-9a00-039809bdd879.png.296x216.jpg
20190504,浦东,潍坊,浦明师范，精装好楼层，总价低一套，小区中间，近地铁,250万,王家宅小区  | 1室0厅 | 36.64平米 | 暂无数据 | 简装 | 无电梯,
20190504,浦东,潍坊,楼层好，采光无遮挡，满五税少，诚意出售，接受议价,570万,开发浦东  | 2室1厅 | 67.41平米 | 东南 | 精装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/63d4c426-cc52-4741-922a-d8927d497cf6.png.280x210.jpg
20190504,浦东,潍坊,潍坊十村 1室1厅 390万,390万,潍坊十村  | 1室1厅 | 35.93平米 | 南 | 简装 | 有电梯,
20190504,浦东,潍坊,潍坊十村 1室1厅 425万房主自荐,425万,潍坊十村  | 1室1厅 | 37.88平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/0cd7692d-9348-4d18-8594-216eac028416.png.280x210.jpg
20190504,浦东,潍坊,潍坊十村 2室1厅 460万,460万,潍坊十村  | 2室1厅 | 49平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/161b5cb1-30ee-45fa-8b48-cd0fb2c98271.png.280x210.jpg
20190504,浦东,潍坊,泉东(二)小区 2室0厅 540万,540万,泉东(二)小区  | 2室0厅 | 53平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/139c478e-2af9-4bc5-bcd6-928c4bf9de73.png.280x210.jpg
20190504,浦东,潍坊,北高大楼 2室1厅 385万,385万,北高大楼  | 2室1厅 | 58.99平米 | 西 | 简装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/ebc302d6-ae4f-40b2-9e2c-9a3d6094e4a7.png.280x210.jpg
20190504,浦东,潍坊,众城公寓 1室1厅 780万,780万,众城公寓  | 1室1厅 | 138.78平米 | 东 东南 | 精装 | 有电梯,
20190504,浦东,潍坊,朱家滩小区 1室1厅 490万,490万,朱家滩小区  | 1室1厅 | 43.62平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/e676abdc-a8d7-4ced-ad85-7867e583e635.png.280x210.jpg
20190504,浦东,潍坊,潍坊九村 2室1厅 490万,490万,潍坊九村  | 2室1厅 | 48.21平米 | 南 | 简装 | 无电梯,
20190504,浦东,潍坊,潍坊十村 3室1厅 730万,730万,潍坊十村  | 3室1厅 | 73.76平米 | 南 | 简装 | 无电梯,
20190504,浦东,潍坊,东建新村 1室1厅 245万,245万,东建新村  | 1室1厅 | 40.02平米 | 南 | 精装 | 无电梯,
20190504,浦东,潍坊,此房位置安静，中间楼层，朝南正气，业主诚意出售。,580万,潍坊六村  | 3室0厅 | 68.09平米 | 南 | 精装 | 无电梯,
20190504,浦东,潍坊,开发浦东+售后+公房+满五、无户口、楼层好,555万,开发浦东  | 2室1厅 | 67.58平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/06a7bf9d-13db-48af-b02e-8ec0d5907c96.png.280x210.jpg
20190504,浦东,潍坊,潍坊八村 2室1厅 435万,435万,潍坊八村  | 2室1厅 | 64.31平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/daec1afc-c97e-4d17-8b53-f86a8b322308.png.280x210.jpg
20190504,浦东,潍坊,明珠B区、产权清晰、近地铁世纪大道站、八佰伴、精装,398万,潍坊十村  | 1室1厅 | 33.08平米 | 南 | 简装 | 无电梯,
20190504,浦东,潍坊,锦城大厦 3室2厅 830万,830万,锦城大厦  | 3室2厅 | 138.48平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/f137dc4a-4ca4-4702-b511-23afe1f9c5a3.png.280x210.jpg
20190504,浦东,潍坊,潍坊十村 2室1厅 480万,480万,潍坊十村  | 2室1厅 | 49平米 | 南 | 精装 | 无电梯,
20190504,浦东,潍坊,潍坊七村 2室1厅 450万,450万,潍坊七村  | 2室1厅 | 46.36平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/69fb244a-3d1e-4cf0-832f-4af54b7376ce.png.280x210.jpg
20190504,浦东,潍坊,双南厅朝北大两房，一梯两户，可改三房,580万,潍坊三村  | 2室1厅 | 80.96平米 | 南 | 其他 | 无电梯,
20190504,浦东,潍坊,潍坊一村 2室1厅 500万,500万,潍坊一村  | 2室1厅 | 65.26平米 | 南 | 其他 | 无电梯,
20190504,浦东,潍坊,潍坊一村 2室0厅 358万,358万,潍坊一村  | 2室0厅 | 48平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/9de0bc96-5588-44fb-bcde-cc876ffd4809.png.280x210.jpg
20190504,浦东,潍坊,东建新村 1室1厅 220万,220万,东建新村  | 1室1厅 | 28.74平米 | 南 | 其他 | 无电梯,
20190504,浦东,潍坊,潍坊六村 1室1厅 415万,415万,潍坊六村  | 1室1厅 | 41.85平米 | 南 | 简装 | 无电梯,
20190504,浦东,潍坊,阜兴世纪公馆 3室2厅 950万,950万,阜兴世纪公馆  | 3室2厅 | 156.2平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/b66d0c4f-804c-4262-9aa5-81c5e41f33d4.png.280x210.jpg
20190504,浦东,潍坊,新光大楼 高楼层 满五 靠八佰伴 采光好,620万,新光大楼  | 2室1厅 | 69.83平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/ad36bada-78ee-45e4-9ada-ebd52e5c9f14.png.280x210.jpg
20190504,浦东,潍坊,潍坊四村 2室1厅 360万,360万,潍坊四村  | 2室1厅 | 48.62平米 | 南 | 简装 | 无电梯,
20190504,浦东,潍坊,店长力推+没有占用+随时看+陆家嘴地段+近世纪大道站,385万,潍坊九村  | 1室1厅 | 32.2平米 | 南 | 简装 | 无电梯,
20190504,浦东,潍坊,兴业嘉园 2室2厅 972.44万,972.5万,兴业嘉园  | 2室2厅 | 138.92平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/fc871ca5-88a3-43e2-8234-37c9dc1ed0b1.png.280x210.jpg
20190504,浦东,潍坊,小区中间位置+南北两房+全明户型+中间楼层+诚心出售,475万,泉东(二)小区  | 2室1厅 | 42.17平米 | 南 | 精装 | 无电梯,
20190504,浦东,潍坊,锦城大厦 4室1厅 810万,810万,锦城大厦  | 4室1厅 | 138.48平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/db05504a-1ade-4089-b79c-7b3a9d531cd0.png.280x210.jpg
20190504,浦东,潍坊,潍坊三村 1室1厅 250万,250万,潍坊三村  | 1室1厅 | 33.01平米 | 南 | 简装 | 无电梯,
20190504,浦东,潍坊,东建新村 1室1厅 220万,220万,东建新村  | 1室1厅 | 33.8平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/e7ef48c0-1801-4602-953d-126a50539846.png.280x210.jpg
20190504,浦东,潍坊,朱家滩小区 2室1厅 578万,578万,朱家滩小区  | 2室1厅 | 57.3平米 | 南 北 | 精装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/e7050316-fb8a-4421-b413-5af88fe0c6eb.png.280x210.jpg
20190504,浦东,潍坊,潍坊十村 1室1厅 486万新上,486万,潍坊十村  | 1室1厅 | 44.89平米 | 南 | 毛坯 | 有电梯,
20190504,浦东,潍坊,东建新村 1室1厅 268万新上,268万,东建新村  | 1室1厅 | 45平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/72888b98-c701-4fd8-942a-57581bfd50e5.png.280x210.jpg
20190504,浦东,潍坊,此房仅一个点个税，无增值税，不靠马路，中间楼层新上,250万,潍坊三村  | 1室1厅 | 32.62平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/9b7972c3-dde0-442f-9077-c7b2c920aad7.png.280x210.jpg
