20190504,虹口,曲阳,东边套低价+精装+北一室户+内环+曲阳路8号地铁站新上,135万,玉田新村  | 1室0厅 | 29.1平米 | 东 北 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-140227e7-732b-4e14-be26-68085c4adedd.jpg.296x216.jpg
20190504,虹口,曲阳,地铁口中层电梯房，满五唯一，南北直通，有钥匙，诚售,238.4万,海港大楼  | 1室0厅 | 39.8平米 | 南 | 简装,https://image1.ljcdn.com/310000-inspection/test-e45a9407-1951-4967-80d5-5a5ece141f31.png.296x216.jpg
20190504,虹口,曲阳,大西小区 1室0厅 215万,215万,大西小区  | 1室0厅 | 35.57平米 | 南 | 毛坯 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-49f48f97-64b7-482f-a3ad-fc3c88413cd6.jpg.296x216.jpg
20190504,虹口,曲阳,天宝西路252弄 2室0厅 300万,300万,天宝西路252弄  | 2室0厅 | 51.3平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-a6cc4201-e06b-42c0-bada-6de870439d33.jpg.296x216.jpg
20190504,虹口,曲阳,电梯房，近地铁，总价低，配套设施齐全，看房方便,320万,虹连大楼  | 1室1厅 | 43.78平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-91003a88-67d7-4c89-a2ea-f9a4fe2bef76.png.296x216.jpg
20190504,虹口,曲阳,南北通地铁口，朝南一室半，适合小夫妻，诚意出售！,200万,大西小区  | 1室1厅 | 36.6平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-e21af0d0-5224-489f-8b2c-32d6f9601a35.jpg.296x216.jpg
20190504,虹口,曲阳,满五唯一，生活方便，通风效果好，电梯房，诚心出售,408万,曲阳大楼  | 2室0厅 | 63.57平米 | 东南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-416ea698-6fa9-4370-8e32-5de11b8eb15e.png.296x216.jpg
20190504,虹口,曲阳,一房，户型好，房龄新，楼层好，近地铁，比邻公园,395万,银联花园  | 1室1厅 | 46.87平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-e4a51444-f6b0-4eed-9ed4-942fc55c592a.png.296x216.jpg
20190504,虹口,曲阳,精装南北两房  户型正气  得房率高 一梯两户,315万,东体小区  | 2室1厅 | 51.89平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-fb7e5240-8f66-42b2-b2b0-28c1fd804564.png.296x216.jpg
20190504,虹口,曲阳,赤峰小区，平层双南户型，位置采光好,438万,赤峰小区  | 2室1厅 | 66.46平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-64ac0bab-7ddb-4082-9aee-213b4ee58fec.png.296x216.jpg
20190504,虹口,曲阳,朝南一房一厅 满五年诚意出售 近地铁和公园,235万,赤峰小区  | 1室1厅 | 39平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-0d0b7875-cd1d-44ee-9583-eeee55808696.jpg.296x216.jpg
20190504,虹口,曲阳,曲阳家乐福 一室半  诚意出售 看房方便 视野好,218万,密三小区  | 1室1厅 | 38.97平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-af7e0c72-bdd2-4fb5-84c4-f51601bc2e7f.jpg.296x216.jpg
20190504,虹口,曲阳,密云路471弄，一室户，装修好，诚意出售，看房方便,208万,密云路471弄  | 1室0厅 | 32.7平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-33b93533-5b83-46a5-b96e-88def24aebe4.jpg.296x216.jpg
20190504,虹口,曲阳,朝南小户型低总价中间楼层看房方便视野开阔,170万,东体小区  | 1室1厅 | 32.34平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-5f6141f7-5a01-42cc-a6e0-33dba12410a2.jpg.296x216.jpg
20190504,虹口,曲阳,朝南一门关+二楼+低总价+曲阳路8号地铁+居家装修随看,195万,玉田新村  | 1室0厅 | 35.61平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-6848d184-6579-4436-9d2a-f0500214a034.png.296x216.jpg
20190504,虹口,曲阳,内环内 近同济 素质住户 满五唯一 精装修 38地铁,240万,赤峰小区  | 1室1厅 | 39.71平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-b0bf507a-b233-4ff6-bda1-e1c89648442c.jpg.296x216.jpg
20190504,虹口,曲阳,小区中间位置  房东诚意出售  看房方便,245万,东体小区  | 1室1厅 | 39.36平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-6ff6404d-3ef2-49f3-8013-6b30bec701d1.jpg.296x216.jpg
20190504,虹口,曲阳,采光好+单价低+总价低+售后公房+价格可谈+小区好！,290万,八一小区  | 2室1厅 | 53.87平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-40f74346-38f3-4afc-90c0-7176caacc4ee.jpg.296x216.jpg
20190504,虹口,曲阳,满二唯一，朝北一门关，总价低，看房方便，诚心出售,133万,玉田新村  | 1室0厅 | 29.69平米 | 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-b5c8c3de-fece-45d9-baec-ed8d1f8706d3.png.296x216.jpg
20190504,虹口,曲阳,独门独户，采光不挡，可贷款，靠地铁10号线！,192万,邮电新村  | 1室1厅 | 37.86平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-82d091ab-69c8-433e-82b8-e07ace21bbc6.png.296x216.jpg
20190504,虹口,曲阳,90后房子，带采光天井，近10号线邮电新村，符合动迁客,230万,蒋家桥路10号  | 1室0厅 | 35.86平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-009e49f7-a3ef-458f-a5e2-a57e70c102f9.png.296x216.jpg
20190504,虹口,曲阳,祥东小区(虹口) 1室0厅 205万,205万,祥东小区(虹口)  | 1室0厅 | 36.51平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-7bcc5dc9-0667-48e3-85f0-7da72db18a35.png.296x216.jpg
20190504,虹口,曲阳,标准一房一厅，2楼适宜人群多，满五唯一诚心出售,230万,松花江路2591弄  | 1室1厅 | 43.19平米 | 南 北 | 毛坯 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-5b2a2b04-cf0a-44ba-a88f-59510b0e6ce3.jpg.296x216.jpg
20190504,虹口,曲阳,楼层好+视野宽阔+采光充足+配套设施齐+全交通便利,410万,赤峰小区  | 2室1厅 | 65平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-9d5cdab5-d4b5-4702-803f-9382f2e4cb42.jpg.296x216.jpg
20190504,虹口,曲阳,大三小区 1室1厅 206万房主自荐,206万,大三小区  | 1室1厅 | 35.37平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-03deca46-4a9e-4b8f-b249-95d2e6f8a957.jpg.296x216.jpg
20190504,虹口,曲阳,密二小区 2室1厅 360万,360万,密二小区  | 2室1厅 | 52.78平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-f0eec486-9012-4820-a348-06067a2f6f34.jpg.296x216.jpg
20190504,虹口,曲阳,密云路471弄 1室1厅 255万,255万,密云路471弄  | 1室1厅 | 40.83平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-a5bb958b-f457-4a57-b279-6cb640cbedf3.jpg.296x216.jpg
20190504,虹口,曲阳,大二小区 1室0厅 235万,235万,大二小区  | 1室0厅 | 40.12平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-82711658-c4f1-48f2-abfd-3cb7e2ee56ab.jpg.296x216.jpg
20190504,虹口,曲阳,赤峰小区 1室1厅 198万,198万,赤峰小区  | 1室1厅 | 33.02平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-cbf97b15-77b6-478b-ae26-bb7c859ba42b.jpg.296x216.jpg
20190504,虹口,曲阳,独门独户  满五唯一  近8号线曲阳站  适合老人居住,255万,大三小区  | 1室1厅 | 42.2平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-bfa5306b-8f3c-4cd2-ba1c-00e13a2e12da.jpg.296x216.jpg
20190504,虹口,曲阳,曲阳大一房一厅，满五唯一少税费，诚心出售，价到签字,234万,八一小区  | 1室1厅 | 47.76平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-6ff617fb-5ef5-477e-a771-a4510711261d.jpg.296x216.jpg
20190504,虹口,曲阳,邮电曲阳大厦 2室1厅 538万,538万,邮电曲阳大厦  | 2室1厅 | 75.78平米 | 南 | 其他 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-45c22b9e-f93b-492f-8adc-56ec1044f058.png.296x216.jpg
20190504,虹口,曲阳,电梯景观房，闹中取静，区重-曲四，满五年，采光好,450万,赤峰小区  | 2室2厅 | 75.3平米 | 南 | 毛坯 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-66b61c1e-59e7-4837-afb1-ab727f6b1232.jpg.296x216.jpg
20190504,虹口,曲阳,朝南一室户，拎包入住，高区无遮挡,215万,赤峰小区  | 1室1厅 | 35.48平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-12013816-483d-4e8a-a9b4-2a7fee71db6d.jpg.296x216.jpg
20190504,虹口,曲阳,满五唯一，交通便利，配套成熟，诚心出售，电梯两房,480万,曲阳大楼  | 2室1厅 | 63.57平米 | 东南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-7c0869e2-fa75-46d4-9bff-f2349e106b58.jpg.296x216.jpg
20190504,虹口,曲阳,中间楼层，配套成熟，交通便利，看房方便，户口可迁出,220万,玉四小区  | 1室0厅 | 30平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-f77601b3-2097-4c6c-a3f2-c9d7e20520d6.jpg.296x216.jpg
20190504,虹口,曲阳,地铁口小区，朝南一门关，诚意出售，配套成熟，急售。,180万,玉田新村  | 1室0厅 | 35.89平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-6569bbe9-1f11-40c0-a86c-4e1dc20105fd.jpg.296x216.jpg
20190504,虹口,曲阳,电梯房 房子装修很干净 地铁3号线百联购物,410万,运光大楼  | 2室1厅 | 74.44平米 | 西北 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-274eae51-5f74-428c-bfdc-7b85cfbc49b3.png.296x216.jpg
20190504,虹口,曲阳,大二小区 1室0厅 200万,200万,大二小区  | 1室0厅 | 32.04平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-eef9c9f2-2c2a-4605-bd79-fd6d2b6d72f2.png.296x216.jpg
20190504,虹口,曲阳,大西小区 1室1厅 260万,260万,大西小区  | 1室1厅 | 40.06平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-403508ff-f264-4c18-9376-a7893d6bf681.png.296x216.jpg
20190504,虹口,曲阳,90年房龄，一房一厅双轨地铁，房龄新,238万,四平路幸福村  | 1室1厅 | 37.99平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-a420b45b-ad68-43b6-9223-d2041ee394d4.jpg.296x216.jpg
20190504,虹口,曲阳,本房东西通透，精装修两年 87年的房龄 边套全明,284万,玉田新村  | 2室0厅 | 44.17平米 | 东 西 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-baaa8dbe-1f5f-4f4a-945b-ffb6cebddbe7.png.296x216.jpg
20190504,虹口,曲阳,运光小区 1室1厅 368万,368万,运光小区  | 1室1厅 | 58.21平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-39b429cb-aa1a-4e53-9f8e-b5fb783ff726.png.296x216.jpg
20190504,虹口,曲阳,内环内少有电梯两房，总价低税费少，近地铁靠公园,350万,海港大楼  | 2室1厅 | 53平米 | 南 | 简装,https://image1.ljcdn.com/310000-inspection/prod-71fe3b60-728f-4d6e-874c-4f9584aea3cd.jpg.296x216.jpg
20190504,虹口,曲阳,八一小区 2室1厅 395万,395万,八一小区  | 2室1厅 | 65.45平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-de6d21c3-baf5-424c-9148-3a99d8902dd1.jpg.296x216.jpg
20190504,虹口,曲阳,密二小区 2室0厅 280万新上,280万,密二小区  | 2室0厅 | 46平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-c7415655-af95-48e3-a4c2-edcd34421af5.jpg.296x216.jpg
20190504,虹口,曲阳,大二小区 1室0厅 175万,175万,大二小区  | 1室0厅 | 35.53平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-9fcb73a7-1104-4613-a1d3-1eaa73a81f3b.png.296x216.jpg
20190504,虹口,曲阳,近8号10号双轨地铁+生活设施齐+业主诚意出售！,181万,祥东小区(虹口)  | 1室0厅 | 35.75平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-bd33e060-6a00-4b57-bbc4-828e39f5a9d7.jpg.296x216.jpg
20190504,虹口,曲阳,曲阳电梯一室户，房型较好，高楼层，好采光！,275万,峰华大楼  | 1室1厅 | 40.94平米 | 南 | 简装,https://image1.ljcdn.com/310000-inspection/test-a6f88dea-8ac4-480a-af4f-8144c40026f1.png.296x216.jpg
20190504,虹口,曲阳,曲阳 标  杆小区！花园小区，户型正气，拎包入住！！,195万,曲一花苑  | 1室0厅 | 28.21平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-bab76c18-d1d9-4424-9964-67a327288f2c.png.296x216.jpg
20190504,虹口,曲阳,小户型总价低  满五年诚意出售 配套齐备 近公园地铁,190万,赤峰小区  | 1室0厅 | 32平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-172f3c37-61a3-4295-b8b1-443cc5211e6d.jpg.296x216.jpg
20190504,虹口,曲阳,运光小区 1室1厅 198万,198万,运光小区  | 1室1厅 | 38.09平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-058b2980-3646-46f6-83c6-82dc84297f73.jpg.296x216.jpg
20190504,虹口,曲阳,单价总价低，可以新上海人入住!,150万,东体小区  | 1室0厅 | 30.58平米 | 北 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-d0e09261-03a2-4d17-9297-b0904743dec8.jpg.296x216.jpg
20190504,虹口,曲阳,五楼视野开阔无遮挡，邻近小区花园，,245万,密二小区  | 1室1厅 | 40.14平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-fb8a0cf1-0e5f-49ed-9f9f-047b8f28886a.jpg.296x216.jpg
20190504,虹口,曲阳,精装小户型 非顶楼 采光好位置安静 看房方便诚意售,195万,赤峰小区  | 1室1厅 | 33.06平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-68f1dc56-7bd0-491e-9123-66b6e0a34b85.jpg.296x216.jpg
20190504,虹口,曲阳,地铁口，边套户型，采光好，不靠马路，--北郊九年-,210万,优抚园  | 1室1厅 | 33.86平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-58261731-afd2-4f14-b377-59181a82936c.jpg.296x216.jpg
20190504,虹口,曲阳,满五唯一 诚心出售 上家免征税 价格可谈 产权清晰,215万,密云路471弄  | 1室1厅 | 32.63平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-146647ca-af38-4174-a863-5a48c91bd621.png.296x216.jpg
20190504,虹口,曲阳,满五年  房东诚意出售 全明户型 看房方便  一室一厅,270万,上外中山大楼  | 1室1厅 | 46.24平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-87099f7a-efba-444e-89e2-6983c2aeef5c.jpg.296x216.jpg
20190504,虹口,曲阳,家乐福旁边 近地铁 配套成熟 生活便利 精装修小户型,155万,玉田新村  | 1室1厅 | 31.01平米 | 北 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-cf83b962-5b17-4e6f-8d1c-4359342c8d58.jpg.296x216.jpg
20190504,虹口,曲阳,玉田新村 2楼 朝南一门关 近地铁 生活便利 配套成熟,205万,玉田新村  | 1室1厅 | 36平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-121e067c-224e-43e2-b5b7-f3db88f8e2ac.jpg.296x216.jpg
20190504,虹口,曲阳,全新装修，全明户型，看房方便，位置好,225万,密云路471弄  | 1室1厅 | 37.38平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-f6299689-62f4-49a3-ac9b-ec4f514eecd0.jpg.296x216.jpg
20190504,虹口,曲阳,地铁8号线+边套一室一厅户型+满五唯一+带5.3平大阳台,235万,大三小区  | 1室1厅 | 39.7平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-ff2d67f4-471e-48d1-bdf6-dff2c0aa0e0f.jpg.296x216.jpg
20190504,虹口,曲阳,大二小区 1室0厅 205万,205万,大二小区  | 1室0厅 | 32.22平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-16d1e0b2-d233-489f-906b-923df3253201.png.296x216.jpg
20190504,虹口,曲阳,靠地铁8号线，一梯三户，小区中新位置，到价签字！,196万,优抚园  | 1室0厅 | 30.7平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-cb36cf9a-f7cd-4478-85c1-7b7313e87d92.jpg.296x216.jpg
20190504,虹口,曲阳,精致小一房，总价低，满五年，楼层好，诚心出售,200万,玉四小区  | 1室0厅 | 30.5平米 | 东 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-3897d36e-02cc-4c03-8cab-433e452e516a.jpg.296x216.jpg
20190504,虹口,曲阳,买来就能出租 房东诚意出售 总价低 住宅 交通便利,150万,中山北一路244号  | 1室0厅 | 27平米 | 东 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-02b6e2ee-146a-4a26-967f-315ece2ba990.png.296x216.jpg
20190504,虹口,曲阳,四平路幸福村 1室0厅 220万,220万,四平路幸福村  | 1室0厅 | 31.41平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-209b4d33-6b23-41a6-bb1c-38f910349dd9.jpg.296x216.jpg
20190504,虹口,曲阳,大三小区 1室1厅 210万,210万,大三小区  | 1室1厅 | 31.24平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-34240efb-8243-4d70-a19f-3bbc82b88499.jpg.296x216.jpg
20190504,虹口,曲阳,密二小区 3室1厅 730万新上,730万,密二小区  | 3室1厅 | 116.99平米 | 南 北 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-7a26d041-517b-4250-ae63-48edc5539ca2.jpg.296x216.jpg
20190504,虹口,曲阳,电梯房!一梯一户！一本产证，两套住宅！满五唯一！房主自荐,830万,悦华小区  | 4室2厅 | 119.43平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20170910/3c506e30-687c-40a7-8a96-b4c58dc2398a.jpg.296x216.jpg
20190504,虹口,曲阳,闹中取静的好房子 靠 近复旦大学人文气息凝重,488万,密云花苑  | 2室1厅 | 86.85平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_upload98977674-6f85-405f-9c18-947d9f7c1308.jpg.296x216.jpg
20190504,虹口,曲阳,东渡名人大厦 1室1厅 310万,310万,东渡名人大厦  | 1室1厅 | 47.47平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/a3d40ed7-5d22-413b-bd15-91c8aaeb58e0.jpg.296x216.jpg
20190504,虹口,曲阳,东渡名人大厦 1室1厅 315万,315万,东渡名人大厦  | 1室1厅 | 47.47平米 | 西北 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20170729/1718e2a2-0296-4646-ad78-23375ce6954f.jpg.296x216.jpg
20190504,虹口,曲阳,原林小区 2室2厅 526万,526万,原林小区  | 2室2厅 | 88平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20150914/9b80f95a-c03e-4bc3-9dae-5c57504576c9.jpg.296x216.jpg
20190504,虹口,曲阳,诚意出售，两房朝南，采光好婚房装修，满五年曲阳公园,520万,商建大楼  | 2室1厅 | 84.26平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/535e9ccf-594c-4604-aaf2-8efcb7d69046.jpg.296x216.jpg
20190504,虹口,曲阳,内环内，商圈成熟，交通方便，配套齐全，总价低,139万,玉田新村  | 1室1厅 | 30.36平米 | 北 | 毛坯 | 无电梯,https://image1.ljcdn.com/310000-inspection/8c80cc84-507f-465c-9255-2f0474cbbbd6.jpg.296x216.jpg
20190504,虹口,曲阳,宝钢式户型，小区位置佳，独栋。售后公房,320万,东体小区  | 2室1厅 | 49.89平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_uploadd278f492-02ca-4b9d-884b-bec04282ce45.jpg.296x216.jpg
20190504,虹口,曲阳,地铁口，电梯房，双南全明，高楼层，阳光好，绿化高！,485万,曲一花苑  | 2室1厅 | 56.79平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20160611/af848e81-ff47-4be8-ab84-57e6b0553b2d.jpg.296x216.jpg
20190504,虹口,曲阳,电梯房，主要看价格，只要您喜欢，价格都可以谈，精装,320万,赤峰小区  | 1室1厅 | 50.68平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/803a9fa0-fb9e-4177-8d7e-7879d3c8a6f8.jpg.296x216.jpg
20190504,虹口,曲阳,双东小区 2室1厅 425万新上,425万,双东小区  | 2室1厅 | 52.61平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_upload1ae6eca0-c22d-4c1e-a54c-1b1423bd7880.jpg.296x216.jpg
20190504,虹口,曲阳,朝南一室户，中间楼层，小区靠中位置，看房方便,258万,密云路471弄  | 1室1厅 | 39.6平米 | 南 | 毛坯 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20171223/daa89249-d21e-4724-85be-4f952cf4d0dc.jpg.296x216.jpg
20190504,虹口,曲阳,一楼带院子 小区独栋  全明采光好,335万,巴林小区  | 2室1厅 | 53.62平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_upload7e26f9fc-2539-4a17-bafb-ca7aa79c363b.jpg.296x216.jpg
20190504,虹口,曲阳,朝南户型， 双地铁轨交3号和8号线，电梯房，,440万,建工天峰公寓  | 1室1厅 | 58.58平米 | 西南 | 简装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20170407/eb6dbc6a-93b9-4b2d-a71c-ad1a66ed719b.jpg.296x216.jpg
20190504,虹口,曲阳,密三小区 1室1厅 290万,290万,密三小区  | 1室1厅 | 39.08平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/24cf1532-56f7-46c0-b2e9-ba3b844216e7.jpg.296x216.jpg
20190504,虹口,曲阳,曲阳地区，精装2房全明，诚意出售。,380万,巴林路60弄  | 2室1厅 | 62.05平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/f6a935d1-6d82-45b7-821a-44cff27c370b.jpg.296x216.jpg
20190504,虹口,曲阳,赤峰小区电梯复式，低总价，满五看房方便！,430万,赤峰小区  | 2室1厅 | 73.9平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20171129/4cf225ef-0dd5-4639-a982-c2f2427989cb.jpg.296x216.jpg
20190504,虹口,曲阳,一楼带天井，历史新低 经典三房 产权清晰 三地铁围绕,330万,四平路幸福村  | 3室1厅 | 55.54平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/0cdaee04-daa1-4931-84a2-eb0514137113.jpg.296x216.jpg
20190504,虹口,曲阳,东五小区(虹口) 2室1厅 595万,595万,东五小区(虹口)  | 2室1厅 | 70.59平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/55802de4-dcf1-4fe8-9647-03554a6f04a9.jpg.296x216.jpg
20190504,虹口,曲阳,曲阳总价低，精装修，一选房屋，优质地段，税费低新上,202万,密云路471弄  | 1室1厅 | 32.62平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/9e37759f-c651-4c25-9a05-6138a48b784b.jpg.296x216.jpg
20190504,虹口,曲阳,邮电二村、采光好、双南户型、正气外加钢琴房、得房高,500万,邮电二村  | 2室1厅 | 60.83平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/be1c7b23-2b2f-47c2-990b-51792e6b4310.jpg.296x216.jpg
20190504,虹口,曲阳,总价Di的南北两房，诚意·出售。产权清晰,405万,双东小区  | 2室1厅 | 52.69平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/53dccaa7-54ea-4083-89f1-9131a9ee8ba0.jpg.296x216.jpg
20190504,虹口,曲阳,地铁双轨交通 南北通精装修 阳光直射 价格低,870万,飘鹰东方花园  | 2室2厅 | 114.31平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20161226/19a4b81f-9133-47e6-b287-67124f32f03c.jpg.296x216.jpg
20190504,虹口,曲阳,上农新村 2室1厅 460万,460万,上农新村  | 2室1厅 | 58平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170404/0dfa36ee-33ba-4a5f-9a7e-c8bd72720d39.jpg.296x216.jpg
20190504,虹口,曲阳,顶楼复式，精装拎包入住，利用率较大地铁口旁边,313万,大连西路21号  | 2室1厅 | 47.4平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/6c244a6a-35f1-4219-acbf-bc38ad260ec9.jpg.296x216.jpg
20190504,虹口,曲阳,建工品质小区，内环内地段成熟，稀有户型，95年房龄！,555万,建工天峰公寓  | 2室1厅 | 73.74平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/d97260e9-8d76-45e6-b964-baa2411c811b.jpg.296x216.jpg
20190504,虹口,曲阳,四平路幸福村 1室1厅 238万,238万,四平路幸福村  | 1室1厅 | 37.99平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/b71b1bd6-e4b8-4f90-9c5e-8c2f5224bf05.png.280x210.jpg
20190504,虹口,曲阳,满五年唯一税费少 朝南一房一厅 看房方便 诚意出售,395万,银联花园  | 1室1厅 | 46.87平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/c14e7149-ef32-4198-a10a-2b983687f755.png.280x210.jpg
20190504,虹口,曲阳,大三小区 2室0厅 269万,269万,大三小区  | 2室0厅 | 49.7平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/f7fd303c-1949-4a02-9616-3743fc1c1f5e.jpg.296x216.jpg
20190504,虹口,曲阳,高绿化，天然氧吧！近地铁，双南户型，简单装修,285万,密二小区  | 2室1厅 | 46.06平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/29316df0-c205-46c3-948e-661460fc7d48.jpg.296x216.jpg
20190504,虹口,曲阳,朝南一门关 近8号线曲阳站 配套齐全,182万,玉田新村  | 1室1厅 | 35.89平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/79f29e15-e48a-4cc4-a859-3e623f333329.jpg.296x216.jpg
