20190504,闵行,吴泾,双卧朝南  户型正气  楼层好,220.5万,通海一小区  | 2室1厅 | 64.94平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-2eec78e0-9a6a-42ab-a21a-6bdb5d678265.jpg.296x216.jpg
20190504,闵行,吴泾,双柏小区  小两室出售 满五唯一！,190万,双柏小区  | 2室1厅 | 65.2平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/2a1d14c9-06f8-4280-acb3-0afccfc9cbf8.png.280x210.jpg
20190504,闵行,吴泾,满五唯一免个税，双南户型，厅带窗户，房东诚心出售,195万,通海一小区  | 2室1厅 | 64.94平米 | 南 | 简装 | 无电梯,
20190504,闵行,吴泾,万乐城(商业类) 1房间1卫 90万,90万,万乐城(商业类)  | 1室0厅 | 27.23平米 | 暂无数据 | 其他,
20190504,闵行,吴泾,万乐城(商业类) 1房间1卫 78万,78万,万乐城(商业类)  | 1室0厅 | 28.75平米 | 南 | 其他 | 有电梯,
20190504,闵行,吴泾,通海路360弄 1室1厅 200万,200万,通海路360弄  | 1室1厅 | 52.36平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/e430225b-518a-45a8-ae31-c1d48a55dd63.png.280x210.jpg
20190504,闵行,吴泾,来来看过来，大双南两房高楼层采光好，,255万,龙吴路5599弄  | 2室1厅 | 81.55平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/10bdd478-fe0c-4554-8598-3e07519ace6b.png.280x210.jpg
20190504,闵行,吴泾,吴泾新村 1室1厅 123万,123万,吴泾新村  | 1室1厅 | 27.54平米 | 南 | 其他 | 无电梯,
20190504,闵行,吴泾,此房唯满２年，南北户型，，中楼层，单价低 业主诚心,125万,吴泾新村  | 1室1厅 | 35.3平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/e26ec52a-f36b-41b2-8e4a-86220ee9ccc0.png.280x210.jpg
20190504,闵行,吴泾,万科阳光苑 精装修二房 满五年 南北双阳台 楼层好,365万,万科阳光苑  | 2室2厅 | 89平米 | 南 | 精装 | 无电梯,
20190504,闵行,吴泾,永德小区 2室0厅 165万,165万,永德小区  | 2室0厅 | 50.32平米 | 南 北 | 简装 | 无电梯,
20190504,闵行,吴泾,双柏小区 1室1厅 165万,165万,双柏小区  | 1室1厅 | 51.5平米 | 南 | 精装 | 无电梯,
20190504,闵行,吴泾,枫桦景苑 4室2厅 608万,608万,枫桦景苑  | 4室2厅 | 168.29平米 | 南 北 | 简装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/e0ce5162-0acb-45f7-9797-b0c5d306b60e.png.280x210.jpg
