20190504,杨浦,黄兴公园,一梯3户+地铁8号线+满五唯一,295万,延吉五村  | 2室1厅 | 50.12平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-f8787f68-8825-4683-b669-87f7efb8ee01.jpg.296x216.jpg
20190504,杨浦,黄兴公园,黄兴公园+一梯一户+税费少+精装修+3房朝南+大润发,1050万,文化佳园  | 3室2厅 | 149.14平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/2b9563a2-2f28-457f-a669-6caecca32289.jpg.296x216.jpg
20190504,杨浦,黄兴公园,近地铁，楼层好，视野开阔，业主诚心出售，已看好,295万,延吉二村  | 2室1厅 | 45.87平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/7d89488c-f579-482d-878d-ba25be9a2039.jpg.296x216.jpg
20190504,杨浦,黄兴公园,采光充足，配套完善，看房方便，单价低,180万,控江四村  | 1室1厅 | 36.25平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/387fdb9d-2f7c-4785-b9cc-0e39ad889a81.jpg_600x450.jpg.296x216.jpg
20190504,杨浦,黄兴公园,非顶楼 朝南紧凑一房 小区中间位置 有钥匙随时可看,205万,翔殷路491弄  | 1室0厅 | 33.39平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/ff47720f-9ba2-4e8a-808a-fbd5779b2083.jpg.296x216.jpg
20190504,杨浦,黄兴公园,满五不唯一，原建房，一梯3户，接受置换客户。,275万,控江四村  | 2室1厅 | 49.58平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/ecbb266d-801c-4cf6-9f8f-dd908c764d6b.jpg.296x216.jpg
20190504,杨浦,黄兴公园,安图新村，小区中间，采光好，理工旁边,269万,安图新村  | 2室1厅 | 47.09平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/fca1eec8-b892-42c5-afd9-dd466bda1e09.jpg.296x216.jpg
20190504,杨浦,黄兴公园,总价低 满五年唯一，品质小区，视野开阔采光好精装修,690万,佳龙花园  | 2室2厅 | 102.93平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/7ca97c40-3055-4bca-b6a1-8068e3bbe266.jpg.296x216.jpg
20190504,杨浦,黄兴公园,宏翔公寓 2室1厅 330万,330万,宏翔公寓  | 2室1厅 | 63.65平米 | 南 北 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_upload99d7e51d-35dc-421a-a65d-7067fa870a6b.jpg.296x216.jpg
20190504,杨浦,黄兴公园,诚意出售，产权清晰，没有抵押贷款，双南两房采光好,420万,翔顺公寓  | 2室1厅 | 73.43平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_upload8e07f003-71e0-451e-87b1-77a1d4fe8918.jpg.296x216.jpg
20190504,杨浦,黄兴公园,翔殷路821号 2室0厅 240万,240万,翔殷路821号  | 2室0厅 | 48平米 | 南 北 | 毛坯 | 无电梯,https://image1.ljcdn.com/310000-inspection/9593cfa5-db35-4f41-8ed7-0386f31b6cb7.jpg.296x216.jpg
20190504,杨浦,黄兴公园,满五唯一+（采光一天晒到晚）+（附加阁楼10平）+急卖,185万,控江东三村  | 1室1厅 | 35平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/b5a876c5-f351-4d1e-9276-ce671dfa1ccd.jpg.296x216.jpg
20190504,杨浦,黄兴公园,佳木斯路185弄 2室1厅 285万,285万,佳木斯路185弄  | 2室1厅 | 48.09平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/37696e2a-f6d7-427e-ad5f-ce79874d271c.png.280x210.jpg
20190504,杨浦,黄兴公园,双花公寓 2室1厅 385万,385万,双花公寓  | 2室1厅 | 64.05平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/983d8d61-6ddd-4140-bd54-5386239d7138.png.280x210.jpg
20190504,杨浦,黄兴公园,{精装修}+{近地铁}+{通风性好}+{黄兴公园},290万,怡佳苑  | 1室1厅 | 53.03平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_upload4ef685d7-807b-4c8b-8354-a74e4e85d76f.jpg.296x216.jpg
20190504,杨浦,黄兴公园,朝南一门关、看房方便，随时好看，到价签字,195万,佳木斯路175弄  | 1室0厅 | 32.33平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_upload7fbae099-cc9b-4b4c-9f85-86b40afebedb.jpg.296x216.jpg
20190504,杨浦,黄兴公园,满五唯一无个税，南北通透，一梯二户楼层好采光充足,420万,仁缘坊  | 1室2厅 | 59.21平米 | 南 北 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/ea6aa29f-f3ab-4667-920c-1c564e931de1.jpg.296x216.jpg
20190504,杨浦,黄兴公园,朝南一门关，总价低，近地铁，房东诚心出售，,205万,控江东三村  | 1室1厅 | 39.36平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/c774d174-8d55-411d-906b-cc6c069bfd99.jpg.296x216.jpg
20190504,杨浦,黄兴公园,满五唯一，南北通,精装修，带地暖,820万,香阁丽苑  | 2室2厅 | 95.4平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20160602/cbe30b3a-d850-4ba6-8b09-659ea98bbe34.jpg.296x216.jpg
20190504,杨浦,黄兴公园,五楼景观房,阳光清风随时造访生活，开窗就是阳光直照,205万,靖宇东路85弄  | 1室1厅 | 34.82平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/31982970-f9bb-4457-be21-794ff427b216.jpg.296x216.jpg
20190504,杨浦,黄兴公园,朝南一门关，楼层好，采光无遮挡，房东诚意买，,200万,控江西三村  | 1室1厅 | 39.8平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_upload0b650634-31a3-467e-b2fc-3dcf444c50c9.jpg.296x216.jpg
20190504,杨浦,黄兴公园,满五唯一　价格可谈 看房方便 大一房,205万,怡佳苑  | 1室1厅 | 40.93平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/1407f5b2-8ca7-4527-b483-963bbdad3a17.jpg.296x216.jpg
20190504,杨浦,黄兴公园,长白三村 1室1厅 188万,188万,长白三村  | 1室1厅 | 30.23平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/9385b5dc-0773-4eef-bec0-62a69d03ef56.jpg.296x216.jpg
20190504,杨浦,黄兴公园,满五唯一税费少，多层带电梯不靠马路精装，业主出国,876万,公园3000黄兴花园  | 3室2厅 | 113.86平米 | 南 北 | 精装 | 有电梯,
20190504,杨浦,黄兴公园,兰花新村 1室0厅 185万,185万,兰花新村  | 1室0厅 | 29.06平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/b2603c22-dc4a-4790-90fc-73766a816eae.png.280x210.jpg
20190504,杨浦,黄兴公园,房子精装修三房 得房率高 房东诚心卖,550万,控江四村  | 3室2厅 | 98平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20161205/a102afd9-824e-414b-8162-981858a192f9.jpg.296x216.jpg
20190504,杨浦,黄兴公园,延吉中路320弄 1室0厅 200万,200万,延吉中路320弄  | 1室0厅 | 33.85平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_upload313957d3-3c30-4fdd-ad37-5b43edcfd9e1.jpg.296x216.jpg
20190504,杨浦,黄兴公园,控江二村107弄小区 1室1厅 199万,199万,控江二村107弄小区  | 1室1厅 | 34.32平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/07e08f5e-58c9-4e39-baf5-16954df3e3e5.jpg.296x216.jpg
20190504,杨浦,黄兴公园,延吉东路130弄 2室1厅 298万,298万,延吉东路130弄  | 2室1厅 | 55.06平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/d85a9fb6-e79e-472b-8784-52206aafa025.jpg.296x216.jpg
20190504,杨浦,黄兴公园,控江四村 1室0厅 138万,138万,控江四村  | 1室0厅 | 25.68平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/d5721ac5-8c34-489a-bb1f-e2643e19a3a0.png.296x216.jpg
20190504,杨浦,黄兴公园,控江东三村 1室0厅 160万,160万,控江东三村  | 1室0厅 | 33.3平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/bf677cfe-0524-428d-80dd-36a9d200106d.JPG.296x216.jpg
20190504,杨浦,黄兴公园,浣纱六村 2室1厅 460万,460万,浣纱六村  | 2室1厅 | 76.84平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/e49bca9e-55a1-4cf6-aee8-a5bf1efe8e70.png.280x210.jpg
20190504,杨浦,黄兴公园,地铁150米，精装修，拎包入住，厨房没有用过，很干净,132万,长白三村  | 1室0厅 | 29.25平米 | 北 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/19545096-e106-4e67-91bc-268105eff244.JPG.296x216.jpg
20190504,杨浦,黄兴公园,教授云集高品质小区 售后公房 全屋采光 通透户型,600万,兰花教师公寓  | 2室2厅 | 85.08平米 | 南 北 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/33a5f623-d60c-4e28-8291-1a5f31fca027.jpg.296x216.jpg
20190504,杨浦,黄兴公园,金宇名邸 3室2厅 850万,850万,金宇名邸  | 3室2厅 | 113.73平米 | 南 北 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/c6168ed2-7b14-4745-b630-57cb4f5f03f8.jpg.296x216.jpg
20190504,杨浦,黄兴公园,控江四村 1室1厅 203万,203万,控江四村  | 1室1厅 | 36.84平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/394118ee-6a1b-442f-9c43-4acca26a7161.jpg.296x216.jpg
20190504,杨浦,黄兴公园,延吉五村 2室1厅 270万,270万,延吉五村  | 2室1厅 | 50.12平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/80af535e-eb01-4c44-b92f-00fd08c90760.png.280x210.jpg
20190504,杨浦,黄兴公园,控江五村 1室0厅 202万,202万,控江五村  | 1室0厅 | 34.99平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/414667a1-5cfd-45d7-88eb-58f69374cc23.JPG.296x216.jpg
20190504,杨浦,黄兴公园,满五唯一  地铁地图显示800米路程就 双南户型,258万,控江五村  | 2室0厅 | 46.77平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/6fb5526d-a9f5-4d06-8665-a7d06b905334.png.280x210.jpg
20190504,杨浦,黄兴公园,安图新村南北两房东三墙全明，近地铁。,275万,安图新村  | 2室0厅 | 50.93平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/9411f343-e258-443e-a27c-69d0a2ba1090.png.280x210.jpg
20190504,杨浦,黄兴公园,西边套全明户型、四楼、采光好、交通便利、黄兴公园站房主自荐,295万,远东一村  | 2室0厅 | 51.59平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/7b65ccf1-4b30-4fbb-b9d6-ca6bd9aad01f.png.280x210.jpg
20190504,杨浦,黄兴公园,控江五村 1室0厅 145万,145万,控江五村  | 1室0厅 | 27.32平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/316cb16f-b185-44a1-af5a-d658bc9ed3ae.JPG.296x216.jpg
20190504,杨浦,黄兴公园,楼层好，视野好，精装修，设施完善，,330万,东方蓝海国际广场  | 1室1厅 | 58.06平米 | 北 | 精装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-resblock/906c129f-fa3b-47f2-9fb6-9d804f32167d.jpg.296x216.jpg
20190504,杨浦,黄兴公园,楼层好，视野好，设施完善.......................,380万,东方蓝海国际广场  | 2室1厅 | 83.41平米 | 北 | 精装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-resblock/906c129f-fa3b-47f2-9fb6-9d804f32167d.jpg.296x216.jpg
20190504,杨浦,黄兴公园,控江五村 1室1厅 198万,198万,控江五村  | 1室1厅 | 35.05平米 | 南 | 毛坯 | 无电梯,
20190504,杨浦,黄兴公园,近地铁+中间楼层+小区安静河景房+看房很方便+楼间距大,235万,松花江路223弄  | 1室0厅 | 36.63平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/2666dc8d-d2ca-44d6-aaa1-0a24cb7868c8.png.280x210.jpg
20190504,杨浦,黄兴公园,延吉七村 1室1厅 215万,215万,延吉七村  | 1室1厅 | 43.97平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/695eb937-4d2e-45b4-aed1-758cc304c9ac.png.280x210.jpg
20190504,杨浦,黄兴公园,控江五村 1室1厅 140万,140万,控江五村  | 1室1厅 | 30.95平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/63722fc1-e0fb-4439-857b-ffc6423ddde1.jpg.296x216.jpg
20190504,杨浦,黄兴公园,控江五村 1室1厅 140万,140万,控江五村  | 1室1厅 | 29.29平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/422338cc-119a-48c5-ac08-af2cbf60b892.jpg.296x216.jpg
20190504,杨浦,黄兴公园,售后公房税费少，精装修，拎包入住，紧靠控二,272万,控江六村  | 1室1厅 | 33.86平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/b993268a-9e1c-4e96-beb9-037e52cb3603.jpg.296x216.jpg
20190504,杨浦,黄兴公园,华美达酒店式公寓 2房间1卫 80万,80万,华美达酒店式公寓  | 1室1厅 | 36.54平米 | 北 | 精装 | 有电梯,
20190504,杨浦,黄兴公园,靖宇东路85弄 1室0厅 160万,160万,靖宇东路85弄  | 1室0厅 | 33.9平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/a4544a2a-7985-471a-b5be-6f0c2ac0430f.jpg.296x216.jpg
20190504,杨浦,黄兴公园,户型正气，两南一北，厅南北通。看房方便，房东诚售,870万,黄兴绿园  | 3室2厅 | 135.65平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170521/28b868ab-7356-47e5-8abf-b824a71fa369.jpg.296x216.jpg
20190504,杨浦,黄兴公园,安波路200弄 近八号线翔殷路站 房龄新 可做商铺门面,680万,安波路200弄  | 3室1厅 | 96.19平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/a9b8bbd6-a690-45a7-b2f1-949e3aafcc30.jpg.296x216.jpg
20190504,杨浦,黄兴公园,可用面积大   近地铁  交通方便,298万,控江东三村  | 2室1厅 | 61.76平米 | 东南 南 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20160420/6e5cb30d-018f-4a52-b6b9-78dfd2a3e921.jpg.296x216.jpg
20190504,杨浦,黄兴公园,电梯房+一梯两户+黄兴公园+大润发+产权清晰+无户口,905万,汇元坊  | 3室2厅 | 131.5平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/1dc5e6d3-e8d9-4c28-869e-99b71362c012.jpg.296x216.jpg
20190504,杨浦,黄兴公园,朝南一门关，理工，单价低，总价低，简单装修,160万,松花一村  | 1室0厅 | 27.04平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/22444093-f35f-4a5e-ba25-810251528db4.png.280x210.jpg
20190504,杨浦,黄兴公园,满五年正规复式房 视野开阔 正对花园 户型佳业主很好,1250万,文化佳园  | 4室2厅 | 168.08平米 | 南 北 | 精装 | 有电梯,
20190504,杨浦,黄兴公园,延吉七村 1室1厅 220万,220万,延吉七村  | 1室1厅 | 43.62平米 | 南 北 | 简装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/ad9e5519-871c-4ac8-8ad1-8e392ec12d8b.png.280x210.jpg
20190504,杨浦,黄兴公园,长白三村 1室1厅 155万,155万,长白三村  | 1室1厅 | 30.35平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/16b642cf-bcbe-4796-978d-e7a1f03247a2.JPG.296x216.jpg
20190504,杨浦,黄兴公园,双阳路604弄 2室1厅 398万新上,398万,双阳路604弄  | 2室1厅 | 57.26平米 | 南 | 其他 | 无电梯,
20190504,杨浦,黄兴公园,水丰路小西边套，满五唯一，价格低，诚心卖出门地铁！,275万,延吉三村  | 2室1厅 | 49.8平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/ba9c4286-e7bd-40d7-b3e3-c11aa095c97f.png.280x210.jpg
20190504,杨浦,黄兴公园,控江四村 3室2厅 450万,450万,控江四村  | 3室2厅 | 78.18平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170227/99e174bc-eab9-4f47-855e-9da04129eed4.jpg.296x216.jpg
20190504,杨浦,黄兴公园,公园3000黄兴花园 2室1厅 808万,808万,公园3000黄兴花园  | 2室1厅 | 100.9平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/9f6b96eb-fb02-4340-b35e-6de75dced6cb.jpg.296x216.jpg
20190504,杨浦,黄兴公园,满五年唯一，地铁八号线黄兴公园站，邻黄兴公园,930万,佳泰花园  | 3室2厅 | 127.56平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170907/17836eab-f1cf-486a-950e-bbaeb9c4a608.jpg.296x216.jpg
20190504,杨浦,黄兴公园,目前在控江路 二 小单价很便宜的小两房户型,290万,控江六村  | 2室0厅 | 44平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/82736088-34f7-49a7-b4eb-6c6818e71dcf.png.280x210.jpg
20190504,杨浦,黄兴公园,小区在售高区景观房，精装修，位置佳,1260万,香阁丽苑  | 3室2厅 | 142.46平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20170508/f874f7c5-69d8-4ff0-89d5-3fd8ea0259a0.jpg.296x216.jpg
20190504,杨浦,黄兴公园,满三年税费少，紧靠控二，交通便利，配套完善,280万,控江六村  | 1室1厅 | 40.2平米 | 南 | 简装 | 无电梯,
20190504,杨浦,黄兴公园,东方蓝海国际广场 2房间1卫 252万,252万,东方蓝海国际广场  | 1室1厅 | 55.51平米 | 北 | 精装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-resblock/906c129f-fa3b-47f2-9fb6-9d804f32167d.jpg.296x216.jpg
20190504,杨浦,黄兴公园,南北两房  近公园 适宜居住 配套完善 诚心出售,350万,怡佳苑  | 2室1厅 | 65.13平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/2ae62c5e-85a4-40cd-bcff-540d3debbbf1.png.280x210.jpg
20190504,杨浦,黄兴公园,全明户型，视野开阔，阳光充足，配套齐全,310万,延吉二村  | 2室1厅 | 51.46平米 | 南 北 | 精装 | 无电梯,
20190504,杨浦,黄兴公园,长白三村 1室0厅 140万房主自荐,140万,长白三村  | 1室0厅 | 31平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/dfec800e-ce58-4526-860e-20ed25561d57.jpg.296x216.jpg
20190504,杨浦,黄兴公园,长白三村 1室0厅 130万,130万,长白三村  | 1室0厅 | 29.8平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/794f658c-dd8f-4533-8413-391a887cad5f.JPG.296x216.jpg
20190504,杨浦,黄兴公园,控江二村107弄小区 1室0厅 140万,140万,控江二村107弄小区  | 1室0厅 | 33平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/afa3ab2c-b90a-4d34-b89e-53ad6a8bdc9b.jpg.296x216.jpg
20190504,杨浦,黄兴公园,控江四村 1室1厅 170万,170万,控江四村  | 1室1厅 | 37.3平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20151001/bc872c7d-6ee1-48cf-aa8e-264a1d142b79.jpg.296x216.jpg
20190504,杨浦,黄兴公园,诚心出售，房型正气，装修好。全明户型。,858万,金宇名邸  | 2室2厅 | 118.52平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20170513/79752fd3-ee7f-4860-96f1-fc9e58787b4f.jpg.296x216.jpg
20190504,杨浦,黄兴公园,松花江路95弄 2室1厅 470万,470万,松花江路95弄  | 2室1厅 | 80.64平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170604/b92dea75-3079-4bd6-879e-3f72452dcc35.jpg.296x216.jpg
20190504,杨浦,黄兴公园,房子楼层好，户型方正，南北通风好，诚意出售,860万,绿景家苑  | 3室2厅 | 142平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20151226/7767402c-b2eb-4c0e-8fa2-9d9d379a0119.jpg.296x216.jpg
20190504,杨浦,黄兴公园,中间楼层  南北两房 中等装修,280万,翔殷路491弄  | 2室1厅 | 51平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/18be27a4-8a6e-462d-b5ac-69d3c27a58e3.png.280x210.jpg
20190504,杨浦,黄兴公园,东方蓝海国际广场 2房间1卫 215万,215万,东方蓝海国际广场  | 1室1厅 | 49.96平米 | 北 | 精装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-resblock/906c129f-fa3b-47f2-9fb6-9d804f32167d.jpg.296x216.jpg
20190504,杨浦,黄兴公园,控江五村 1室0厅 200万,200万,控江五村  | 1室0厅 | 33.9平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/18817829-d72d-4b59-aa1f-24cdb596ca62.png.280x210.jpg
20190504,杨浦,黄兴公园,兰花新村 南北户型 总价低 诚意卖 看房双休日,235万,翔殷路771号  | 2室1厅 | 48.13平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20171220/0a18aee3-b937-4809-8c7b-de3c7239d28f.jpg.296x216.jpg
20190504,杨浦,黄兴公园,控江西三村 1室0厅 142万,142万,控江西三村  | 1室0厅 | 30.38平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/6e6e355c-b93d-4208-a888-b2c53044f059.JPG.296x216.jpg
20190504,杨浦,黄兴公园,控江二村107弄小区 1室1厅 214万,214万,控江二村107弄小区  | 1室1厅 | 34.42平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/7d2606bd-4a0e-4b21-bd96-06be44cd7731.png.280x210.jpg
20190504,杨浦,黄兴公园,控江五村 1室1厅 142万,142万,控江五村  | 1室1厅 | 30.95平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/7d8226f4-437e-4b36-8b1b-f25f58ae125a.JPG.296x216.jpg
20190504,杨浦,黄兴公园,控江四村 2室1厅 240万,240万,控江四村  | 2室1厅 | 50.8平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/65898695-616d-4b10-a092-8721d824be94.jpg.296x216.jpg
20190504,杨浦,黄兴公园,控江五村 1室0厅 125万,125万,控江五村  | 1室0厅 | 27.28平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/a7b81a30-a6a8-4ff3-8758-24a1566c6123.JPG.296x216.jpg
20190504,杨浦,黄兴公园,售后公房税费少，配套设施齐全，交通便利，紧靠控二,400万,控江六村  | 2室1厅 | 52.07平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/13f846c2-b8ff-450f-a059-ac5d48cbffa2.png.280x210.jpg
20190504,杨浦,黄兴公园,东方蓝海国际广场 2房间1卫 310万,310万,东方蓝海国际广场  | 1室1厅 | 63.43平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-resblock/906c129f-fa3b-47f2-9fb6-9d804f32167d.jpg.296x216.jpg
20190504,杨浦,黄兴公园,东方蓝海国际广场 2房间1卫 215万,215万,东方蓝海国际广场  | 1室1厅 | 49.96平米 | 北 | 精装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-resblock/906c129f-fa3b-47f2-9fb6-9d804f32167d.jpg.296x216.jpg
20190504,杨浦,黄兴公园,东方蓝海国际广场 2房间1卫 305万,305万,东方蓝海国际广场  | 1室1厅 | 62.42平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/a2e28207-4e1f-42d8-a894-23556b436195.png.280x210.jpg
20190504,杨浦,黄兴公园,朝南带阳台，紧靠地铁生活设施齐全。,175万,延吉二村  | 1室0厅 | 27.49平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/e28244f3-2953-4abb-a08e-3a130c5ebfa5.png.280x210.jpg
20190504,杨浦,黄兴公园,控江四村 2室1厅 212万,212万,控江四村  | 2室1厅 | 49.27平米 | 东南 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20151112/70584caa-87e3-4c98-8f0f-e5dea389650b.jpg.296x216.jpg
20190504,杨浦,黄兴公园,长白三村 1室0厅 145万,145万,长白三村  | 1室0厅 | 30.87平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/af8615bf-bcc2-4268-87bd-6c5357c76248.JPG.296x216.jpg
20190504,杨浦,黄兴公园,长白二村 1室0厅 170万,170万,长白二村  | 1室0厅 | 28.91平米 | 北 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/0aac23d6-196d-4d1f-8a5d-ffb663d8dc37.jpg.296x216.jpg
20190504,杨浦,黄兴公园,佳龙花园 2室1厅 750万新上,750万,佳龙花园  | 2室1厅 | 99.7平米 | 南 | 其他 | 有电梯,
20190504,杨浦,黄兴公园,浣沙三村 南北两房 采光充足 交通便利 诚意出售,370万,浣沙三村  | 2室1厅 | 68.56平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/e4740b97-4e5d-4b70-9d26-ec2bc5385121.png.280x210.jpg
20190504,杨浦,黄兴公园,长白三村 2室0厅 298万,298万,长白三村  | 2室0厅 | 44.24平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/e3765039-8317-4f4e-82aa-0b55db90ddc4.png.280x210.jpg
20190504,杨浦,黄兴公园,业主自己装修2年+即可拎包入住+近地铁+交通方便,158万,控江东三村  | 1室0厅 | 33.11平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/a4ed4aa2-17df-4ac2-a895-6f3350547674.jpg.296x216.jpg
20190504,杨浦,黄兴公园,控江五村 1室0厅 130万,130万,控江五村  | 1室0厅 | 27.32平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/cdac99ae-ac80-4cc8-a62d-b3996d8f573c.jpg.296x216.jpg
20190504,杨浦,黄兴公园,东方蓝海国际广场 2房间1卫 340万,340万,东方蓝海国际广场  | 1室1厅 | 62.53平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-resblock/906c129f-fa3b-47f2-9fb6-9d804f32167d.jpg.296x216.jpg
20190504,杨浦,黄兴公园,底层，适合老人居住 1993年竣工 近地铁站 配套好,210万,控江东三村  | 2室0厅 | 39.6平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/5bb053ac-c108-47b3-8cf0-032faf5ca0bc.png.280x210.jpg
20190504,杨浦,黄兴公园,延吉七村 2室0厅 330万,330万,延吉七村  | 2室0厅 | 47.4平米 | 西南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/2287174c-91ce-4f0d-a776-4f0da9f41417.png.280x210.jpg
