20190504,浦东,陆家嘴,电梯房高区全南全明户型，一手售后公房，满五年唯一,568万,东园一村  | 2室1厅 | 69平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-aa0019ca-33fc-4826-b4ac-be096a43474c.jpg.296x216.jpg
20190504,浦东,陆家嘴,精装大一房，随时可入住陆家嘴，孩子读书近妈妈更放心,235万,东南新村(浦东)  | 1室0厅 | 32.69平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/0320631c-6dc9-49a1-9f30-28c24d0ccea9.jpg.296x216.jpg
20190504,浦东,陆家嘴,三航小区 1室1厅 520万,520万,三航小区  | 1室1厅 | 52.89平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/9bf32236-2c2d-4091-ab54-418813635b20.jpg.296x216.jpg
20190504,浦东,陆家嘴,三航小区 3室2厅 1180万,1180万,三航小区  | 3室2厅 | 114.61平米 | 暂无数据 | 毛坯 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20171226/15400b9d-d93c-402d-bd32-3154447861ed.jpg.296x216.jpg
20190504,浦东,陆家嘴,住宅产权，复式房，新装修看中可谈,1600万,汤臣商务中心  | 4室2厅 | 332.03平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20170630/fcf4b27d-1adb-4c2d-8ec6-17ca1f70bbd6.jpg.296x216.jpg
20190504,浦东,陆家嘴,看天鹅湖，高区江景、三面彩光、有产权车位、带租约、,2630万,世茂滨江花园  | 4室2厅 | 339.38平米 | 西南 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20161212/d6a97145-7c65-4d6d-a867-dddff99af84a.jpg.296x216.jpg
20190504,浦东,陆家嘴,南北通板式户型，重新装修过，有一百多平大露台！,1200万,天科苑  | 3室2厅 | 145.72平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20170718/306f0aea-c848-4794-b58f-d4cf76092672.jpg.296x216.jpg
20190504,浦东,陆家嘴,上港小区 1室1厅 225万,225万,上港小区  | 1室1厅 | 26.87平米 | 北 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/05d07503-e475-4d66-bab4-b5eeacd0bdff.jpg.296x216.jpg
20190504,浦东,陆家嘴,张杨路370弄 1室1厅 258万,258万,张杨路370弄  | 1室1厅 | 34.98平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/33b57359-297d-4efe-bccf-6408ebef7ebe.jpg.296x216.jpg
20190504,浦东,陆家嘴,财富海景花园 3室2厅 3500万,3500万,财富海景花园  | 3室2厅 | 327.76平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20150415/0e7f4e36-34c4-479d-86d1-a3d1b026698a.jpg.296x216.jpg
20190504,浦东,陆家嘴,陆家嘴地段，单价低，总价低，。,200万,浦东南路1780弄  | 1室0厅 | 30.33平米 | 东南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/b7f48ff2-e5a4-4211-bd21-2ce9c3d00f11.jpg.296x216.jpg
20190504,浦东,陆家嘴,崂山二村 1室1厅 205万,205万,崂山二村  | 1室1厅 | 33.29平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/79f3ed6b-aed4-45c9-b465-6b250fcfb949.jpg.296x216.jpg
20190504,浦东,陆家嘴,汤臣商务中心 1室1厅 500万,500万,汤臣商务中心  | 1室1厅 | 69.69平米 | 西 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/b920a49e-641c-46b9-a394-54b590161359.jpg.296x216.jpg
20190504,浦东,陆家嘴,兰园小区 2室1厅 443万,443万,兰园小区  | 2室1厅 | 55.51平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/7f6d59ac-d5d8-4cdc-a84b-88bfa5bf4002.jpg.296x216.jpg
20190504,浦东,陆家嘴,高区通透三房  诚意出售  看房提前预约,1200万,浦江茗园  | 3室2厅 | 133.72平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20170314/c10e49a7-8290-400c-815b-b62874710d03.jpg.296x216.jpg
20190504,浦东,陆家嘴,品质小区  小高层南北通两房  菊园不到的价格买江临,798万,江临天下  | 2室1厅 | 89.5平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20160605/c859c27f-368b-4ac2-8c20-e8306ef4c1cf.jpg.296x216.jpg
20190504,浦东,陆家嘴,什么，这里有一套3开间朝南的房子？贼好的户型要来看,400万,东南新村(浦东)  | 2室1厅 | 60平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/938478be-a2cf-4127-af2f-a12106dd56f6.jpg.296x216.jpg
20190504,浦东,陆家嘴,菊园 5室3厅 3500万,3500万,菊园  | 5室3厅 | 255.55平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/36aa12e2-a6fb-4983-b58b-90325169dcca.jpg.296x216.jpg
20190504,浦东,陆家嘴,朝南大花园+满五唯一+养狗种花种菜+领略城市田园乐趣,1090万,浦江茗园  | 3室2厅 | 120.48平米 | 东南 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20161109/b10e72e4-0765-44a7-8d88-ea1d8155f81a.jpg.296x216.jpg
20190504,浦东,陆家嘴,老业主委托汤臣 低 总 价 重新装修 拎包入住 小户型,328万,汤臣商务中心  | 1室1厅 | 46.15平米 | 东 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_uploadfba5bbbb-f8b7-4191-9fae-80d172425a92.JPG.296x216.jpg
20190504,浦东,陆家嘴,正对八佰伴 单价低 面积大 70年产权 诚心出售,880万,东明广场  | 3室1厅 | 159平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-resblock/dce19889-54ea-44ce-a6bd-3489de3a017b.jpg.296x216.jpg
20190504,浦东,陆家嘴,汤臣商务中.心，大平层，景观房，得房率高，随时看,276万,汤臣商务中心  | 1室1厅 | 46.15平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/89a56803-b377-4276-8a64-2f2a7a350725.png.280x210.jpg
20190504,浦东,陆家嘴,奢华四房+总裁户型 +保养好+看大草坪,2600万,世茂滨江花园  | 4室2厅 | 330.58平米 | 西南 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20170508/0e6ec456-aa42-48d2-8e7a-c76172a62c2c.jpg.296x216.jpg
20190504,浦东,陆家嘴,此房满五年，税费低，边套全明，私密性好,275万,乳山三村  | 1室1厅 | 39.91平米 | 南 | 精装 | 无电梯,
20190504,浦东,陆家嘴,崂山二村 2室1厅 210万,210万,崂山二村  | 2室1厅 | 31.45平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/f60cd4a4-e186-4b10-b514-a6d5e69193a0.jpg.296x216.jpg
20190504,浦东,陆家嘴,陆家嘴内环内 2号线地铁口 双南中间楼层 满五年唯一,330万,乳山三村  | 2室1厅 | 45.61平米 | 暂无数据 | 精装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/806d74f4-e24d-44e2-b47a-7173ecdd1646.png.280x210.jpg
20190504,浦东,陆家嘴,双轨交 精装景观三房  陆家嘴八佰伴商圈配套完善,850万,东园三村  | 3室1厅 | 105平米 | 西南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/573761cc-28a2-4dab-b0e7-a7c395c226bd.jpg.296x216.jpg
20190504,浦东,陆家嘴,东明新村 2室0厅 280万,280万,东明新村  | 2室0厅 | 48.28平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/shfdfs-image/20160628/cd64c384-2538-4d5f-bd85-55ac1ad27fcf.jpg.280x210.jpg
20190504,浦东,陆家嘴,总裁户型，看英式大草坪，低总价，近期必卖！,2600万,世茂滨江花园  | 4室2厅 | 334.31平米 | 东 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/20d3b652-5d8c-4f93-9bdc-847e20a27e05.jpg.296x216.jpg
20190504,浦东,陆家嘴,浦江茗园 3室2厅 1520万,1520万,浦江茗园  | 3室2厅 | 206平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/df17d01a-ce4c-4865-9e4f-19c926b9f1e4.jpg.296x216.jpg
20190504,浦东,陆家嘴,东园一村 2室1厅 515万,515万,东园一村  | 2室1厅 | 66平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20160330/2760fb84-e137-499d-b118-920e2e273890.jpg.296x216.jpg
20190504,浦东,陆家嘴,凯旋门顶层复式，带泳池，未使用全新，随时交付,11999万,滨江凯旋门  | 5室2厅 | 420.66平米 | 西南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/62d5a1dc-1248-41c3-a816-ecc532c71be0.jpg.296x216.jpg
20190504,浦东,陆家嘴,【高区看景】客厅正面直视外滩丨板式户型居家优选,7000万,中粮海景壹号  | 4室2厅 | 308.13平米 | 东南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/bb518d26-235f-47c1-a09d-a5d8c63ac5b6.jpg.296x216.jpg
20190504,浦东,陆家嘴,崂山四村 2室1厅 360万房主自荐,360万,崂山四村  | 2室1厅 | 45.64平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/072d5f1b-4e63-4f81-b7bb-952a1aa9dcd2.png.280x210.jpg
20190504,浦东,陆家嘴,荣成路41弄 2室1厅 400万,400万,荣成路41弄  | 2室1厅 | 54.61平米 | 暂无数据 | 其他 | 无电梯,
20190504,浦东,陆家嘴,房东上门挂牌好房源，满五唯一，普通住宅，税费少,420万,东园四村  | 2室1厅 | 49.01平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/04aba2da-45a3-4c09-8e75-1b839ac23018.png.280x210.jpg
20190504,浦东,陆家嘴,三期顶楼复式，装修保养好，带大露台，看江景和园景,6900万,仁恒滨江园  | 5室3厅 | 347.04平米 | 西南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/083ec00c-d813-4776-b2ee-4aff9c79f3f6.jpg.296x216.jpg
20190504,浦东,陆家嘴,装修保养好的大四房   看房方便  欢迎看房洽谈！！！,2166万,汇豪天下  | 4室2厅 | 228.68平米 | 西南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/64d14f6a-ee69-4ba7-b818-a978d6b8bbb7.jpg.296x216.jpg
20190504,浦东,陆家嘴,东明广场 5房间1卫 1000万,1000万,东明广场  | 3室2厅 | 145.41平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-resblock/dce19889-54ea-44ce-a6bd-3489de3a017b.jpg.296x216.jpg
20190504,浦东,陆家嘴,陆家嘴地段，三房朝南带大阳台看大草坪，采光好，急售,2450万,盛大金磐  | 3室2厅 | 266.4平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20180128/1ebe3902-659d-4d63-be32-ec908eb6150e.jpg.296x216.jpg
20190504,浦东,陆家嘴,浦江茗园 8室3厅 2450万,2450万,浦江茗园  | 8室3厅 | 251.45平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/30ecf4dc-d226-46c1-92f3-04684890402f.jpg.296x216.jpg
20190504,浦东,陆家嘴,东明广场 4室2厅 1200万,1200万,东明广场  | 4室2厅 | 159.12平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/88c4b352-84a6-4b7e-9a17-4f32cc543139.jpg.296x216.jpg
20190504,浦东,陆家嘴,崂山二村 1室1厅 185万,185万,崂山二村  | 1室1厅 | 30.1平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/5f7a52fa-8b50-4e1c-b283-34bfc4bc12d5.png.280x210.jpg
20190504,浦东,陆家嘴,陆家嘴一线江景房，南北 通，看老外滩，带中西厨房房,4950万,滨江凯旋门  | 4室2厅 | 280平米 | 西南 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20160906/0f885e88-d18e-4d48-8bfc-f2c584c27b08.jpg.296x216.jpg
20190504,浦东,陆家嘴,招远小区 2室2厅 560万,560万,招远小区  | 2室2厅 | 69.49平米 | 南 | 简装 | 无电梯,
20190504,浦东,陆家嘴,世茂滨江花园 3室2厅 2400万新上,2400万,世茂滨江花园  | 3室2厅 | 236.95平米 | 西北 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-d2d190de-bae8-465d-9495-d9c72f5784fb.jpg.296x216.jpg
20190504,浦东,陆家嘴,仁恒滨江，朝南看江大2房，景观棒朝向好,1350万,仁恒滨江园  | 2室2厅 | 118.57平米 | 西南 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20160715/8e463e23-1d97-4d5c-8ba5-415989d94b8b.jpg.296x216.jpg
20190504,浦东,陆家嘴,总价低，业主诚意出售，看房方便,250万,汤臣商务中心  | 1室1厅 | 47平米 | 东 | 简装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/ccd4f648-487a-4fbe-b0ee-a0733d00819c.png.280x210.jpg
20190504,浦东,陆家嘴,二期！一楼！特殊户型！四房！诚售！,1680万,仁恒滨江园  | 4室2厅 | 195.44平米 | 东 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20170805/5eb5c228-307f-4c86-8eee-704ff16c32e9.jpg.296x216.jpg
20190504,浦东,陆家嘴,汇豪天下 满五唯一 大四房   高区看江景 精装修,1650万,汇豪天下  | 4室2厅 | 176.23平米 | 南 | 精装 | 有电梯,
20190504,浦东,陆家嘴,业主诚意出售，带30平大花园，看中价格可谈。,1680万,浦江茗园  | 3室2厅 | 167平米 | 暂无数据 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20170621/9348d7d8-ea88-4755-9c07-49cc13a5341a.jpg.296x216.jpg
20190504,浦东,陆家嘴,2房朝南，厅朝北，厨房全明，很通透适合居家,1200万,瑞苑公寓  | 2室2厅 | 157.78平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20160315/1eb67d0c-89be-4ec3-b17a-3a321d07dd13.jpg.296x216.jpg
20190504,浦东,陆家嘴,大平层+适合大家庭+移民急售+低于同户型价格,2880万,世茂滨江花园  | 4室2厅 | 303.93平米 | 西南 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20170209/af291ad5-2fbe-4d69-afb3-93c77aa189b0.jpg.296x216.jpg
20190504,浦东,陆家嘴,汤臣一品高区看江大四房433平看黄浦江没有遮挡的,9500万,汤臣一品  | 4室2厅 | 433.87平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20160102/81d9ccef-8e34-4b59-87af-a8e9a036c473.jpg.296x216.jpg
20190504,浦东,陆家嘴,有精装阁楼，诚意出售，此房独立厨房和卫生间，低总价,240万,崂山四村  | 2室1厅 | 35.43平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/21fda69c-a101-4aa8-86f2-c314ef819c44.jpg.296x216.jpg
20190504,浦东,陆家嘴,陆家嘴地段，内环内，低总价收租房源,286万,崂山二村  | 1室1厅 | 37.39平米 | 南 | 精装 | 无电梯,
20190504,浦东,陆家嘴,精致小两房，51.36平，两房朝南，主卧阳台,510万,三航小区  | 2室1厅 | 51.36平米 | 暂无数据 | 精装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/2ac98a0a-32e1-4ca9-a529-4cfb4385fc2f.png.280x210.jpg
20190504,浦东,陆家嘴,内环内，陆家嘴，面价小，总价低看房方便,580万,浦城小区  | 2室1厅 | 68平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/45d685d5-9cdb-4ed2-9259-1dc17c2e04b3.png.280x210.jpg
20190504,浦东,陆家嘴,上港小区 1室0厅 230万,230万,上港小区  | 1室0厅 | 34.5平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/10941c01-e14b-432f-9d4b-53fbda1ea4eb.jpg.296x216.jpg
20190504,浦东,陆家嘴,陆家嘴地段，双楠两房，业主诚意出售,350万,乳山三村  | 2室0厅 | 48.08平米 | 暂无数据 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/c7769da2-757d-4f45-80e7-5260106da031.png.280x210.jpg
20190504,浦东,陆家嘴,崂山二村 1室0厅 175万,175万,崂山二村  | 1室0厅 | 30.24平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/9ed49dc0-108e-4ad0-9822-6bc8a6592451.jpg.296x216.jpg
20190504,浦东,陆家嘴,此房朝东，视野开阔，总价低，可以自行装修成设计风格,350万,汤臣商务中心  | 1室1厅 | 70.37平米 | 东 | 简装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/20236bca-a9bc-4d5f-9d62-ceef6484a3ec.png.280x210.jpg
20190504,浦东,陆家嘴,世茂大户型景观房，有车位业主诚意急售！,2250万,世茂滨江花园  | 4室2厅 | 277.97平米 | 西 | 精装 | 有电梯,
20190504,浦东,陆家嘴,东园二村 2室1厅 465万,465万,东园二村  | 2室1厅 | 55.44平米 | 南 北 | 精装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/05040745-147f-4c84-b00b-55f1b235e958.png.280x210.jpg
20190504,浦东,陆家嘴,浦城小区 2室1厅 410万,410万,浦城小区  | 2室1厅 | 50.4平米 | 南 | 简装 | 无电梯,
20190504,浦东,陆家嘴,高区，江景房，看外滩，270度圆弧大阳台,3780万,财富海景花园  | 4室2厅 | 292.12平米 | 南 北 | 精装 | 有电梯,https://image1.ljcdn.com/x-se/shfdfs-image/20141219/f7734cca-2841-41f4-a6ca-18d8766746c9.jpg.280x210.jpg
20190504,浦东,陆家嘴,东昌新村 1室1厅 288万,288万,东昌新村  | 1室1厅 | 30.41平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/7eca4b5f-98be-4599-8f0e-5a079ba3db7e.png.280x210.jpg
20190504,浦东,陆家嘴,崂山四村 1室0厅 220万房主自荐,220万,崂山四村  | 1室0厅 | 32.07平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/18abc5a7-b3f0-4588-aebf-ee9b01553d62.jpg.296x216.jpg
20190504,浦东,陆家嘴,崂山新村位于上海市东方路近栖霞路，属浦东陆家嘴板块,468万,崂山新村  | 2室1厅 | 69.61平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/0ac29050-06ae-4d45-b207-3211c296a67d.jpg.296x216.jpg
20190504,浦东,陆家嘴,崂山四村 2室1厅 380万,380万,崂山四村  | 2室1厅 | 48.31平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/2542c413-506a-4837-a84a-5c498f277066.jpg.296x216.jpg
20190504,浦东,陆家嘴,陆家嘴金融区域朝南二房，业主诚意出售,490万,三航小区  | 2室1厅 | 64.57平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/346e0342-63c2-4727-89f9-0619b9837c1a.jpg.296x216.jpg
20190504,浦东,陆家嘴,世茂滨江西南大两房，看英式大草坪，采光通风具佳,1600万,世茂滨江花园  | 2室2厅 | 170.33平米 | 西南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/8f705b72-145f-4fb8-8fe4-d24153aa43b1.jpg.296x216.jpg
20190504,浦东,陆家嘴,乳山五村 2室1厅 380万,380万,乳山五村  | 2室1厅 | 48平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/bae4d066-b888-4dd5-9458-964f3ae03cb7.jpg.296x216.jpg
20190504,浦东,陆家嘴,崂山三村 1室1厅 245万,245万,崂山三村  | 1室1厅 | 29.07平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/dd733031-9b46-4590-a956-d7410327e6ec.jpg.296x216.jpg
20190504,浦东,陆家嘴,陈家宅小区(潍坊西路) 2室1厅 630万,630万,陈家宅小区(潍坊西路)  | 2室1厅 | 81.72平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/cb98305f-284f-4986-a12a-65ed4245977e.jpg.296x216.jpg
20190504,浦东,陆家嘴,陆家嘴铂金地段+住宅产权+精装一室户+电梯房+低总价,372万,汤臣商务中心  | 1室1厅 | 62.11平米 | 西北 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/1d3e43d5-c957-4dad-90b3-b411296c82c0.jpg.296x216.jpg
20190504,浦东,陆家嘴,汤臣商务中心 1室1厅 320万,320万,汤臣商务中心  | 1室1厅 | 48.7平米 | 西南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/66f49993-a620-4f51-8f07-e0d410290699.jpg.296x216.jpg
20190504,浦东,陆家嘴,此房满5年唯一，婚房装修，业主置换急卖,260万,东南新村(浦东)  | 2室1厅 | 40.15平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/645396ad-4445-4f77-8c05-bf4d8ba12dbe.png.280x210.jpg
20190504,浦东,陆家嘴,五月好房+满五年唯一+ 高区朝南+ 视野开阔,770万,众鑫大厦  | 3室1厅 | 121.5平米 | 南 | 精装 | 有电梯,
20190504,浦东,陆家嘴,东昌路地铁口 单价低 使用面积大 好出租 有拆可能,215万,崂山三村  | 1室1厅 | 31.69平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/eb0d4ebb-f2eb-4a27-a53c-a726d8046afc.png.280x210.jpg
20190504,浦东,陆家嘴,崂山三村二房，南北通透，业主置换新房，诚意出售,390万,崂山三村  | 2室1厅 | 58平米 | 南 北 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/acdd3297-ebb4-4dbb-8bb2-b0694bc014fe.jpg.296x216.jpg
20190504,浦东,陆家嘴,好房业主急售！边套，南北通 中间楼层  八佰伴菊园,299万,东南新村(浦东)  | 2室1厅 | 47.15平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/fefe9d97-34c2-4d5e-8fe9-9d6bf7f1e615.jpg.296x216.jpg
20190504,浦东,陆家嘴,三航小区 2室1厅 375万,375万,三航小区  | 2室1厅 | 47.26平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/782c73b1-6e4b-4584-b192-244c237cb66c.png.280x210.jpg
20190504,浦东,陆家嘴,崂山新村 1室0厅 230万,230万,崂山新村  | 1室0厅 | 27.42平米 | 南 北 | 其他 | 无电梯,
20190504,浦东,陆家嘴,陆家嘴地段 高区景观 南北通 双地铁 近东方医院！,1050万,浦江茗园  | 2室2厅 | 108.81平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20170226/d1c0bf26-8099-4eb3-9e8e-af76880a8288.jpg.296x216.jpg
20190504,浦东,陆家嘴,2/4号线，临地铁 不靠路 房东诚意卖 总价低 一般好看,190万,上港小区  | 1室0厅 | 25.49平米 | 北 | 精装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20161112/d4fb5d63-7951-4756-a6be-bd88e67f9216.jpg.296x216.jpg
20190504,浦东,陆家嘴,崂山四村 1室1厅 300万,300万,崂山四村  | 1室1厅 | 38.54平米 | 暂无数据 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_upload049dfc1c-f7ef-45f0-8dbf-52477a27a347.jpg.296x216.jpg
20190504,浦东,陆家嘴,崂山二村 1室1厅 220万,220万,崂山二村  | 1室1厅 | 30.18平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/b54d397e-ae7d-486a-9e99-5bb5778476f1.jpg.296x216.jpg
20190504,浦东,陆家嘴,崂山四村 1室1厅 252万,252万,崂山四村  | 1室1厅 | 32.41平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/f81cd117-9f38-4c9f-9022-883f6a3f8d9f.jpg.296x216.jpg
20190504,浦东,陆家嘴,陆家嘴精装一房 业主诚意出售 看房方便,230万,谢家宅小区  | 1室0厅 | 32.7平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/f6e61d67-2788-45c1-a249-a531300348dd.jpg.296x216.jpg
20190504,浦东,陆家嘴,盛大金磐 3室1厅 2800万新上,2800万,盛大金磐  | 3室1厅 | 266.52平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/40dad468-2d7a-455f-999d-420e216eb5f3.png.280x210.jpg
20190504,浦东,陆家嘴,东明新村 2室1厅 288万新上,288万,东明新村  | 2室1厅 | 43.12平米 | 南 | 其他 | 无电梯,
20190504,浦东,陆家嘴,陆家嘴商圈、八佰伴、96广场、地铁2号线,330万,乳山一村  | 2室0厅 | 46.27平米 | 暂无数据 | 精装 | 无电梯,https://image1.ljcdn.com/x-se/shfdfs-image/20180122/12c5ebe2-cc20-4f6c-b044-c3e02f1cce20.jpg.280x210.jpg
20190504,浦东,陆家嘴,世茂滨江大三房，物旷保养好，价格可谈变现诚意出售,1500万,世茂滨江花园  | 3室2厅 | 227.24平米 | 南 | 精装 | 有电梯,
20190504,浦东,陆家嘴,保利One56 5房间3卫 4794万,4794万,保利One56  | 3室2厅 | 282平米 | 西南 | 精装 | 有电梯,
20190504,浦东,陆家嘴,保利One56 5房间4卫 6800万,6800万,保利One56  | 3室2厅 | 369平米 | 西南 | 精装 | 有电梯,
20190504,浦东,陆家嘴,陆家嘴靶心位置 靠地铁 装修好 楼层好 采光好 好出租,230万,崂山四村  | 1室0厅 | 34.26平米 | 北 | 精装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/68fa91a7-67d2-4726-8fde-d963af9968c0.png.280x210.jpg
20190504,浦东,陆家嘴,楼层低，精装修，看房方便，中间位置，出门是地铁,205万,崂山四村  | 1室0厅 | 32.41平米 | 南 | 精装 | 无电梯,
20190504,浦东,陆家嘴,保利One56 5室2厅 15000万,15000万,保利One56   | 独栋别墅 | 5室2厅 | 410平米 | 西南 | 精装 | 有电梯,
20190504,浦东,陆家嘴,崂山二村 2室1厅 470万,470万,崂山二村  | 2室1厅 | 60.29平米 | 南 | 精装 | 无电梯,
20190504,浦东,陆家嘴,崂山五村 1室1厅 245万,245万,崂山五村  | 1室1厅 | 34.36平米 | 暂无数据 | 其他 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/4d442947-755a-46ce-924e-0f1179e6d70d.png.280x210.jpg
20190504,浦东,陆家嘴,陆家嘴朝南板式户型，业主处理资产诚意卖，随时约看！,840万,天科苑  | 2室1厅 | 105.99平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/dd3dd06d-383c-4c1f-86cc-4972e89497c5.jpg.296x216.jpg
20190504,浦东,陆家嘴,电梯4房，通透户型，高区看陆家嘴夜景，朝南、边套,1000万,东园四村  | 4室2厅 | 166.64平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/91a0b9c5-fffb-49bf-a55e-006ff9d065f0.png.280x210.jpg
20190504,浦东,陆家嘴,诚意出售，外籍房东，看中随时可以签字，满五年,1690万,江临天下  | 4室2厅 | 197.07平米 | 东 | 精装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/f81ac96a-76a1-49bc-a41d-cd44c975d58d.png.280x210.jpg
20190504,浦东,陆家嘴,陆家嘴经典一房，业主诚意出售，入住陆家嘴的门槛价,310万,东园二村  | 1室1厅 | 33.4平米 | 西 | 精装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/36699c45-7b1c-4acd-bf9e-f263aae0ab93.png.280x210.jpg
20190504,浦东,陆家嘴,崂山五村 1室0厅 232万,232万,崂山五村  | 1室0厅 | 34.01平米 | 南 西 | 简装 | 无电梯,
